doc_no,account_ref,doc_date_text,doc_time,doc_type,junk_note,stated_lines
303109,P:2789,04/02/2025,13:31,INV,,5
303113,P:2795,23/02/2025,14:34,INV,,8
303114,P:2797,25/02/2025,10:55,INV,,5
303116,P:2824,11/02/2025,13:04,INV,,6
303119,P:1009,15/03/2025,18:10,INV,,7
303120,P:1011,07/03/2025,16:23,INV,,13
303121,P:1011,09/03/2025,14:30,INV,,3
303125,P:1019,14/03/2025,16:13,INV,,3
303126,P:1021,17/03/2025,19:05,INV,,8
9303126,P:1021,17/03/2025,00:05,CR,,2
303127,P:1025,13/03/2025,21:42,INV,,4
303128,P:1026,04/03/2025,20:05,INV,,9
303129,P:1034,13/03/2025,14:50,INV,,6
303134,P:1046,27/03/2025,18:00,INV,,10
303136,P:1047,20/03/2025,16:35,INV,,9
303137,P:1049,14/03/2025,17:14,INV,,8
303138,P:1049,14/03/2025,19:44,INV,,5
303139,P:1050,28/03/2025,18:44,INV,,15
303141,P:1051,07/03/2025,20:32,INV,,5
303142,P:1055,06/03/2025,23:46,INV,,11
303145,P:1064,13/03/2025,22:32,INV,,3
303146,P:1067,07/03/2025,22:12,INV,,6
303147,P:1067,27/03/2025,18:14,INV,,7
303148,P:1071,11/03/2025,19:33,INV,,4
303149,P:1073,27/03/2025,23:18,INV,,7
9303149,P:1073,27/03/2025,02:18,CR,,2
303150,P:1073,28/03/2025,16:23,INV,,2
303151,P:1073,13/03/2025,23:20,INV,,4
303152,P:1074,26/03/2025,22:52,INV,,7
303153,P:1076,27/03/2025,22:00,INV,,15
303154,P:1076,19/03/2025,15:44,INV,,9
303155,P:1076,16/03/2025,21:27,INV,,9
303157,P:1076,23/03/2025,19:19,INV,,9
303159,P:1079,07/03/2025,22:41,INV,,10
303162,P:1083,07/03/2025,16:50,INV,,6
303163,P:1083,06/03/2025,23:33,INV,,7
303164,P:1086,24/03/2025,22:59,INV,,2
303165,P:1086,22/03/2025,19:14,INV,,12
303166,P:1086,21/03/2025,21:56,INV,,5
303168,P:1089,09/03/2025,23:55,INV,,5
303171,P:1091,09/03/2025,23:51,INV,,15
303174,P:1105,16/03/2025,16:22,INV,,8
303175,P:1106,24/03/2025,21:34,INV,,7
303178,P:1112,06/03/2025,23:21,INV,,11
303184,P:1115,07/03/2025,18:00,INV,,5
303185,P:1116,16/03/2025,20:08,INV,,6
303188,P:1117,08/03/2025,21:07,INV,,4
303190,P:1118,05/03/2025,21:45,INV,,13
303194,P:1135,24/03/2025,13:51,INV,,6
303195,P:1158,20/03/2025,15:09,INV,,7
303197,P:1160,26/03/2025,23:44,INV,,10
303203,P:1173,25/03/2025,22:06,INV,,8
303205,P:1178,21/03/2025,19:30,INV,,6
303208,P:1183,08/03/2025,20:14,INV,,11
303210,P:1187,13/03/2025,19:07,INV,,7
303213,P:1191,17/03/2025,21:16,INV,,9
303214,P:1192,09/03/2025,23:02,INV,,3
303218,P:1193,01/03/2025,18:54,INV,,7
303219,P:1193,19/03/2025,19:08,INV,,2
303220,P:1193,05/03/2025,21:09,INV,,4
303221,P:1196,07/03/2025,15:42,INV,,15
303222,P:1196,18/03/2025,23:40,INV,,2
303223,P:1199,08/03/2025,18:39,INV,,8
303224,P:1199,28/03/2025,19:03,INV,,8
303227,P:1209,23/03/2025,23:47,INV,,10
303230,P:1222,13/03/2025,18:44,INV,,3
303231,P:1227,16/03/2025,23:02,INV,,7
303233,P:1228,09/03/2025,21:02,INV,,6
303235,P:1230,26/03/2025,23:11,INV,,3
303237,P:1232,11/03/2025,14:06,INV,,4
303238,P:1232,11/03/2025,21:56,INV,,11
303239,P:1232,19/03/2025,18:47,INV,,4
303243,P:1237,24/03/2025,19:54,INV,,9
303246,P:1243,04/03/2025,20:54,INV,,8
303247,P:1245,21/03/2025,23:12,INV,,8
303249,P:1248,20/03/2025,18:26,INV,,5
303250,P:1255,24/03/2025,22:05,INV,,8
303252,P:1262,26/03/2025,19:47,INV,,9
303253,P:1262,06/03/2025,19:31,INV,,9
303256,P:1263,15/03/2025,23:11,INV,,11
303258,P:1263,25/03/2025,21:59,INV,,3
303261,P:1267,18/03/2025,18:25,INV,,4
303262,P:1267,17/03/2025,17:02,INV,,7
303263,P:1268,26/03/2025,23:40,INV,,9
303264,P:1271,16/03/2025,17:39,INV,,8
303266,P:1274,25/03/2025,18:38,INV,,13
303269,P:1278,15/03/2025,21:31,INV,,5
303272,P:1290,13/03/2025,20:38,INV,,3
303273,P:1290,13/03/2025,20:42,INV,,7
303274,P:1296,24/03/2025,20:58,INV,,11
303277,P:1298,15/03/2025,21:44,INV,,10
303279,P:1305,23/03/2025,23:31,INV,,5
303281,P:1308,01/03/2025,20:39,INV,,2
303282,P:1313,24/03/2025,20:51,INV,,10
303284,P:1313,15/03/2025,17:33,INV,,9
303285,P:1314,25/03/2025,18:28,INV,,4
303286,P:1314,05/03/2025,22:33,INV,,14
303287,P:1315,09/03/2025,23:26,INV,,7
303288,P:1317,12/03/2025,23:58,INV,,6
303290,P:1317,06/03/2025,21:01,INV,,3
303294,P:1329,28/03/2025,23:19,INV,,5
303295,P:1329,15/03/2025,20:10,INV,,8
303296,P:1336,18/03/2025,16:25,INV,,8
303297,P:1336,07/03/2025,22:38,INV,,4
303298,P:1337,20/03/2025,22:04,INV,,8
303299,P:1337,04/03/2025,18:57,INV,,2
303300,P:1342,14/03/2025,23:43,INV,,8
303303,P:1346,14/03/2025,21:37,INV,,14
303305,P:1348,08/03/2025,20:40,INV,,3
303307,P:1349,28/03/2025,18:12,INV,,7
303308,P:1349,03/03/2025,23:37,INV,,7
303309,P:1356,05/03/2025,23:03,INV,,12
303313,P:1359,24/03/2025,22:52,INV,,8
303314,P:1362,28/03/2025,20:20,INV,,4
303315,P:1366,19/03/2025,23:41,INV,,5
303316,P:1370,09/03/2025,19:23,INV,,6
303317,P:1370,07/03/2025,16:33,INV,,7
303321,P:1383,05/03/2025,23:46,INV,,6
303322,P:1383,01/03/2025,17:20,INV,,11
303325,P:1386,19/03/2025,14:24,INV,,5
303328,P:1389,23/03/2025,19:27,INV,,10
303329,P:1392,19/03/2025,18:51,INV,,5
303330,P:1394,25/03/2025,21:29,INV,,7
303332,P:1396,07/03/2025,20:59,INV,,8
303335,P:1405,06/03/2025,23:28,INV,,9
303336,P:1405,18/03/2025,19:54,INV,,4
303337,P:1405,04/03/2025,20:36,INV,,7
303339,P:1407,21/03/2025,15:37,INV,,7
303341,P:1409,03/03/2025,22:19,INV,,6
303342,P:1409,22/03/2025,20:14,INV,,2
303346,P:1418,10/03/2025,21:47,INV,,7
303347,P:1418,02/03/2025,18:00,INV,,11
303348,P:1418,20/03/2025,20:58,INV,,6
303351,P:1424,24/03/2025,19:05,INV,,9
303352,P:1426,19/03/2025,19:00,INV,,7
303357,P:1428,19/03/2025,23:23,INV,,3
303359,P:1431,01/03/2025,22:36,INV,,5
303361,P:1435,27/03/2025,21:23,INV,,13
303363,P:1440,14/03/2025,22:37,INV,,10
303364,P:1440,16/03/2025,23:14,INV,,9
303365,P:1441,12/03/2025,20:03,INV,,6
303366,P:1441,15/03/2025,20:43,INV,,2
303367,P:1441,26/03/2025,22:24,INV,,8
303368,P:1445,16/03/2025,21:53,INV,,7
303374,P:1461,07/03/2025,23:08,INV,,5
303375,P:1463,25/03/2025,22:23,INV,,10
303381,P:1468,27/03/2025,23:17,INV,,4
303382,P:1469,25/03/2025,18:41,INV,,5
303384,P:1474,17/03/2025,18:06,INV,,9
303387,P:1477,26/03/2025,21:35,INV,,4
303388,P:1478,25/03/2025,23:04,INV,,4
303391,P:1480,02/03/2025,21:38,INV,,2
303394,P:1483,19/03/2025,22:30,INV,,2
303395,P:1485,16/03/2025,20:08,INV,,10
303396,P:1490,28/03/2025,18:01,INV,,3
303397,P:1490,07/03/2025,23:27,INV,,9
303398,P:1490,12/03/2025,19:04,INV,,3
303400,P:1492,21/03/2025,23:12,INV,,5
303401,P:1500,09/03/2025,15:46,INV,,7
303404,P:1529,01/03/2025,19:21,INV,,8
303406,P:1535,15/03/2025,19:35,INV,,7
303408,P:1538,14/03/2025,23:15,INV,,2
303412,P:1540,22/03/2025,20:14,INV,,4
303414,P:1545,28/03/2025,15:53,INV,,4
303415,P:1546,26/03/2025,20:06,INV,,5
303416,P:1549,10/03/2025,16:48,INV,,5
303419,P:1551,12/03/2025,19:43,INV,,5
303421,P:1555,11/03/2025,23:47,INV,,7
303423,P:1563,18/03/2025,15:26,INV,,3
303424,P:1564,11/03/2025,23:52,INV,,6
303425,P:1565,28/03/2025,20:31,INV,,7
303427,P:1565,17/03/2025,17:43,INV,,5
303428,P:1568,05/03/2025,20:12,INV,,6
303429,P:1569,05/03/2025,22:51,INV,,6
303431,P:1572,10/03/2025,23:58,INV,,8
303432,P:1573,09/03/2025,20:13,INV,,8
303433,P:1573,04/03/2025,21:09,INV,,7
303437,P:1583,22/03/2025,23:59,INV,,7
303440,P:1584,07/03/2025,16:24,INV,,6
303441,P:1584,17/03/2025,20:07,INV,,13
303443,P:1585,03/03/2025,20:41,INV,,8
303444,P:1585,25/03/2025,23:17,INV,,4
303445,P:1585,09/03/2025,21:27,INV,,15
303448,P:1589,07/03/2025,22:23,INV,,10
303449,P:1589,19/03/2025,23:04,INV,,7
303450,P:1590,07/03/2025,22:26,INV,,5
303451,P:1590,08/03/2025,17:43,INV,,11
303452,P:1593,22/03/2025,20:54,INV,,6
303455,P:1601,05/03/2025,18:26,INV,,5
303457,P:1609,18/03/2025,17:43,INV,,8
303458,P:1609,20/03/2025,16:20,INV,,15
303460,P:1617,22/03/2025,21:53,INV,,4
303464,P:1627,18/03/2025,19:11,INV,,5
303466,P:1631,14/03/2025,18:58,INV,,8
303468,P:1631,07/03/2025,19:52,INV,,5
303470,P:1633,03/03/2025,23:31,INV,,9
303472,P:1633,21/03/2025,18:10,INV,,4
303474,P:1635,27/03/2025,19:46,INV,,8
303476,P:1644,16/03/2025,23:12,INV,,7
303477,P:1645,27/03/2025,20:41,INV,,8
303478,P:1648,21/03/2025,19:35,INV,,8
303480,P:1650,01/03/2025,23:31,INV,,9
303481,P:1650,10/03/2025,22:45,INV,,6
303486,P:1664,28/03/2025,21:26,INV,,5
303487,P:1671,27/03/2025,23:40,INV,,10
303488,P:1671,12/03/2025,23:01,INV,,8
303492,P:1691,17/03/2025,23:49,INV,,10
303493,P:1691,27/03/2025,16:06,INV,,12
303494,P:1691,05/03/2025,22:57,INV,,6
303495,P:1695,13/03/2025,20:32,INV,,9
303496,P:1696,11/03/2025,23:51,INV,,4
303498,P:1698,10/03/2025,17:37,INV,,3
303500,P:1701,14/03/2025,21:18,INV,,6
303502,P:1702,25/03/2025,19:56,INV,,6
303504,P:1708,25/03/2025,21:06,INV,,10
303505,P:1708,02/03/2025,16:53,INV,,7
303507,P:1720,10/03/2025,21:16,INV,,5
303509,P:1722,10/03/2025,21:32,INV,,5
303510,P:1722,21/03/2025,23:20,INV,,7
303511,P:1722,07/03/2025,15:38,INV,,12
303516,P:1731,23/03/2025,23:56,INV,,7
303517,P:1733,23/03/2025,19:52,INV,,5
303522,P:1738,04/03/2025,21:29,INV,,10
303523,P:1750,05/03/2025,23:34,INV,,5
303524,P:1750,22/03/2025,21:28,INV,,3
303525,P:1750,13/03/2025,19:51,INV,,3
303528,P:1750,04/03/2025,14:26,INV,,6
303532,P:1756,24/03/2025,17:39,INV,,8
303533,P:1760,15/03/2025,21:20,INV,,9
303534,P:1765,17/03/2025,19:46,INV,,8
303535,P:1767,23/03/2025,20:20,INV,,12
303536,P:1767,02/03/2025,20:24,INV,,4
303537,P:1767,15/03/2025,22:00,INV,,6
303538,P:1771,17/03/2025,15:18,INV,,8
303541,P:1777,12/03/2025,18:58,INV,,8
303544,P:1786,03/03/2025,21:55,INV,,5
303546,P:1789,23/03/2025,23:03,INV,,4
303547,P:1793,21/03/2025,10:57,INV,,9
303548,P:1795,19/03/2025,20:30,INV,,3
303549,P:1798,27/03/2025,17:15,INV,,6
303551,P:1800,08/03/2025,19:59,INV,,4
303553,P:1802,23/03/2025,22:27,INV,,12
303554,P:1804,03/03/2025,19:04,INV,,11
303555,P:1809,24/03/2025,19:43,INV,,10
303556,P:1811,18/03/2025,19:20,INV,,7
303560,P:1819,01/03/2025,18:37,INV,,11
303562,P:1819,25/03/2025,22:33,INV,,3
303563,P:1824,18/03/2025,21:54,INV,,11
303564,P:1829,14/03/2025,15:51,INV,,6
303565,P:1830,07/03/2025,21:53,INV,,3
303567,P:1842,12/03/2025,17:25,INV,,8
303568,P:1842,11/03/2025,23:52,INV,,7
303569,P:1842,04/03/2025,19:28,INV,,6
303570,P:1842,10/03/2025,20:43,INV,,4
303571,P:1843,09/03/2025,14:18,INV,,4
303573,P:1845,12/03/2025,23:31,INV,,13
303574,P:1846,26/03/2025,16:36,INV,,10
303575,P:1848,04/03/2025,23:38,INV,,10
303576,P:1851,11/03/2025,20:13,INV,,4
303578,P:1858,17/03/2025,21:45,INV,,11
303579,P:1858,25/03/2025,20:54,INV,,4
303581,P:1861,22/03/2025,22:43,INV,,5
303582,P:1863,04/03/2025,21:26,INV,,6
303585,P:1863,01/03/2025,21:08,INV,,8
303586,P:1864,15/03/2025,14:08,INV,,6
303588,P:1864,19/03/2025,23:11,INV,,6
303589,P:1864,09/03/2025,21:37,INV,,2
303591,P:1865,16/03/2025,15:25,INV,,5
303592,P:1865,03/03/2025,17:12,INV,,3
303593,P:1871,24/03/2025,20:14,INV,,6
303594,P:1872,20/03/2025,18:07,INV,,8
303596,P:1876,08/03/2025,21:11,INV,,5
303597,P:1877,15/03/2025,16:18,INV,,8
303600,P:1882,01/03/2025,17:18,INV,,9
303602,P:1888,06/03/2025,15:56,INV,,6
303605,P:1896,19/03/2025,21:06,INV,,13
303609,P:1907,07/03/2025,21:59,INV,,6
303610,P:1907,22/03/2025,20:50,INV,,6
303611,P:1908,12/03/2025,23:22,INV,,8
303612,P:1908,11/03/2025,17:04,INV,,2
303615,P:1909,12/03/2025,19:55,INV,,8
303616,P:1909,06/03/2025,19:11,INV,,13
303617,P:1909,09/03/2025,19:43,INV,,5
303619,P:1915,25/03/2025,23:44,INV,,6
303620,P:1915,26/03/2025,22:48,INV,,6
303621,P:1918,27/03/2025,20:57,INV,,11
303623,P:1926,25/03/2025,19:52,INV,,4
303624,P:1928,05/03/2025,21:23,INV,,2
303625,P:1929,19/03/2025,17:44,INV,,8
303626,P:1930,06/03/2025,19:04,INV,,11
303627,P:1930,25/03/2025,19:40,INV,,12
303628,P:1930,20/03/2025,19:12,INV,,8
303631,P:1938,13/03/2025,20:11,INV,,6
303632,P:1945,08/03/2025,16:00,INV,,5
303633,P:1945,04/03/2025,19:17,INV,,10
303635,P:1946,22/03/2025,23:22,INV,,6
303637,P:1951,11/03/2025,20:44,INV,,15
303638,P:1952,02/03/2025,21:43,INV,,8
303641,P:1956,22/03/2025,23:15,INV,,10
303643,P:1960,28/03/2025,21:54,INV,,7
303650,P:1970,28/03/2025,20:13,INV,,8
303655,P:1985,25/03/2025,20:31,INV,,15
303656,P:1985,16/03/2025,23:04,INV,,8
303657,P:1986,21/03/2025,18:29,INV,,8
9303657,P:1986,21/03/2025,19:29,CR,,2
303658,P:1987,19/03/2025,18:46,INV,,12
303660,P:1987,19/03/2025,19:42,INV,,11
303661,P:1988,15/03/2025,23:58,INV,,8
303662,P:1989,15/03/2025,22:41,INV,,8
303663,P:1989,24/03/2025,19:23,INV,,4
303664,P:1989,14/03/2025,18:02,INV,,7
303665,P:1991,27/03/2025,21:29,INV,,15
303668,P:1993,03/03/2025,21:51,INV,,6
303670,P:1994,20/03/2025,23:58,INV,,7
303675,P:2001,18/03/2025,23:19,INV,,10
303677,P:2014,15/03/2025,16:28,INV,,15
303680,P:2018,18/03/2025,15:46,INV,,5
303681,P:2019,14/03/2025,23:14,INV,,7
303682,P:2019,02/03/2025,23:40,INV,,2
303683,P:2019,19/03/2025,19:31,INV,,10
303684,P:2019,06/03/2025,21:52,INV,,5
303685,P:2023,28/03/2025,19:09,INV,,5
303687,P:2024,13/03/2025,20:42,INV,,4
303688,P:2024,19/03/2025,17:06,INV,,6
303689,P:2026,25/03/2025,18:56,INV,,8
303691,P:2030,24/03/2025,19:33,INV,,8
303693,P:2030,07/03/2025,20:59,INV,,9
303694,P:2034,08/03/2025,19:58,INV,,5
303695,P:2034,19/03/2025,23:36,INV,,7
303696,P:2040,12/03/2025,23:00,INV,,12
303697,P:2040,16/03/2025,21:03,INV,,10
303698,P:2041,23/03/2025,19:34,INV,,3
303699,P:2044,06/03/2025,19:32,INV,,6
303701,P:2048,17/03/2025,23:58,INV,,5
303702,P:2050,06/03/2025,23:46,INV,,8
303705,P:2066,21/03/2025,17:43,INV,,8
303706,P:2067,14/03/2025,16:26,INV,,8
303707,P:2068,05/03/2025,20:30,INV,,3
303709,P:2078,20/03/2025,20:27,INV,,15
303710,P:2078,14/03/2025,23:57,INV,,2
303713,P:2101,24/03/2025,18:03,INV,,9
303714,P:2103,08/03/2025,20:53,INV,,6
303716,P:2103,26/03/2025,22:49,INV,,4
303718,P:2106,03/03/2025,20:04,INV,,10
303719,P:2107,28/03/2025,20:06,INV,,9
303722,P:2110,20/03/2025,20:15,INV,,6
303724,P:2110,25/03/2025,21:07,INV,,2
303726,P:2110,02/03/2025,23:04,INV,,10
303727,P:2112,16/03/2025,23:52,INV,,6
303730,P:2118,09/03/2025,20:20,INV,,2
303731,P:2122,24/03/2025,19:48,INV,,8
303733,P:2123,20/03/2025,12:20,INV,,8
303734,P:2123,22/03/2025,19:58,INV,,9
303735,P:2123,08/03/2025,23:34,INV,,6
303737,P:2124,01/03/2025,17:26,INV,,7
303739,P:2136,19/03/2025,14:47,INV,,5
303741,P:2144,21/03/2025,21:01,INV,,5
303742,P:2152,24/03/2025,18:27,INV,,5
303743,P:2152,10/03/2025,22:00,INV,,5
303748,P:2162,22/03/2025,20:05,INV,,10
303751,P:2171,01/03/2025,23:01,INV,,3
303753,P:2171,18/03/2025,20:16,INV,,3
303756,P:2182,16/03/2025,20:18,INV,,3
303760,P:2185,06/03/2025,18:57,INV,,7
303761,P:2190,28/03/2025,23:50,INV,,6
303763,P:2190,11/03/2025,23:41,INV,,14
303764,P:2191,16/03/2025,22:46,INV,,9
303766,P:2196,06/03/2025,23:40,INV,,7
303768,P:2196,19/03/2025,17:20,INV,,4
303774,P:2200,11/03/2025,21:30,INV,,4
303775,P:2200,24/03/2025,20:38,INV,,13
303776,P:2201,17/03/2025,19:18,INV,,5
303778,P:2211,23/03/2025,21:50,INV,,10
303779,P:2214,20/03/2025,16:39,INV,,5
303781,P:2222,18/03/2025,22:55,INV,,14
303782,P:2225,05/03/2025,23:59,INV,,6
303784,P:2226,13/03/2025,23:08,INV,,3
303785,P:2226,21/03/2025,23:49,INV,,10
303791,P:2231,05/03/2025,23:09,INV,,3
303793,P:2235,25/03/2025,20:08,INV,,4
303795,P:2236,20/03/2025,23:46,INV,,9
303796,P:2240,01/03/2025,22:36,INV,,6
303798,P:2240,15/03/2025,21:23,INV,,6
303799,P:2241,19/03/2025,22:12,INV,,6
303801,P:2250,23/03/2025,23:54,INV,,9
303803,P:2264,15/03/2025,22:58,INV,,7
303804,P:2268,06/03/2025,18:11,INV,,5
303805,P:2274,25/03/2025,23:37,INV,,10
303807,P:2277,15/03/2025,23:44,INV,,8
303808,P:2277,28/03/2025,20:02,INV,,7
303813,P:2279,09/03/2025,21:17,INV,,7
303814,P:2284,14/03/2025,18:54,INV,,8
303818,P:2285,01/03/2025,21:33,INV,,7
303819,P:2289,15/03/2025,16:31,INV,,4
303820,P:2292,19/03/2025,18:35,INV,,3
303821,P:2293,27/03/2025,20:29,INV,,7
303822,P:2294,21/03/2025,19:07,INV,,4
303826,P:2305,20/03/2025,23:40,INV,,7
303828,P:2312,01/03/2025,23:52,INV,,4
303829,P:2316,22/03/2025,23:22,INV,,7
303832,P:2322,01/03/2025,20:00,INV,,4
303834,P:2322,13/03/2025,22:37,INV,,8
303836,P:2323,17/03/2025,19:59,INV,,7
303837,P:2327,20/03/2025,23:46,INV,,3
303838,P:2327,10/03/2025,22:05,INV,,3
303840,P:2328,14/03/2025,19:02,INV,,4
303842,P:2330,10/03/2025,23:05,INV,,6
303844,P:2334,16/03/2025,19:45,INV,,8
303847,P:2335,20/03/2025,16:45,INV,,7
303850,P:2339,08/03/2025,16:45,INV,,15
303854,P:2353,04/03/2025,23:36,INV,,12
303857,P:2359,18/03/2025,22:29,INV,,3
303858,P:2360,16/03/2025,23:48,INV,,4
303859,P:2360,24/03/2025,18:15,INV,,12
303860,P:2361,25/03/2025,21:12,INV,,12
303861,P:2361,25/03/2025,23:59,INV,,8
303863,P:2362,02/03/2025,16:17,INV,,6
303864,P:2364,24/03/2025,19:29,INV,,14
303868,P:2378,03/03/2025,19:01,INV,,5
303870,P:2381,10/03/2025,23:34,INV,,4
303872,P:2388,05/03/2025,23:41,INV,,4
303874,P:2391,04/03/2025,15:25,INV,,7
303875,P:2399,13/03/2025,19:00,INV,,11
303876,P:2399,20/03/2025,22:50,INV,,9
303878,P:2399,07/03/2025,23:55,INV,,5
303882,P:2401,10/03/2025,19:54,INV,,5
303883,P:2402,15/03/2025,23:01,INV,,6
303886,P:2405,11/03/2025,19:17,INV,,4
303888,P:2411,02/03/2025,15:23,INV,,8
303889,P:2412,26/03/2025,16:47,INV,,2
303894,P:2414,13/03/2025,16:03,INV,,4
303896,P:2418,06/03/2025,22:49,INV,,5
303897,P:2418,17/03/2025,19:56,INV,,8
303898,P:2420,26/03/2025,17:58,INV,,4
303899,P:2420,13/03/2025,23:38,INV,,3
303901,P:2426,19/03/2025,18:15,INV,,12
303903,P:2434,25/03/2025,22:57,INV,,4
303905,P:2441,15/03/2025,18:34,INV,,8
303906,P:2443,24/03/2025,23:53,INV,,8
303908,P:2444,09/03/2025,15:38,INV,,9
303909,P:2453,19/03/2025,22:46,INV,,10
303910,P:2453,25/03/2025,18:34,INV,,3
303911,P:2461,13/03/2025,20:01,INV,,2
303912,P:2462,26/03/2025,16:06,INV,,6
303914,P:2465,17/03/2025,14:03,INV,,4
303915,P:2468,10/03/2025,16:43,INV,,6
303918,P:2470,14/03/2025,23:02,INV,,8
303923,P:2477,25/03/2025,23:53,INV,,3
303925,P:2485,15/03/2025,14:47,INV,,10
303930,P:2501,02/03/2025,19:28,INV,,9
303933,P:2507,08/03/2025,18:52,INV,,5
303934,P:2512,25/03/2025,20:50,INV,,5
303935,P:2518,09/03/2025,22:35,INV,,11
303936,P:2520,08/03/2025,18:41,INV,,5
303937,P:2520,16/03/2025,18:26,INV,,13
303938,P:2520,05/03/2025,17:40,INV,,9
303941,P:2523,09/03/2025,16:34,INV,,8
303942,P:2523,21/03/2025,19:45,INV,,10
303946,P:2532,17/03/2025,23:44,INV,,7
303947,P:2533,20/03/2025,18:49,INV,,9
303948,P:2540,03/03/2025,13:04,INV,,4
303949,P:2541,04/03/2025,22:57,INV,,8
303953,P:2547,16/03/2025,19:36,INV,,5
303955,P:2560,03/03/2025,22:38,INV,,7
303956,P:2560,01/03/2025,23:09,INV,,5
303957,P:2562,27/03/2025,19:46,INV,,7
303958,P:2566,10/03/2025,22:31,INV,,7
303960,P:2575,06/03/2025,20:03,INV,,15
303961,P:2575,07/03/2025,14:59,INV,,4
303964,P:2579,13/03/2025,17:17,INV,,4
303966,P:2579,23/03/2025,19:57,INV,,11
303968,P:2582,19/03/2025,15:03,INV,,14
303969,P:2587,11/03/2025,23:24,INV,,8
303971,P:2589,24/03/2025,20:25,INV,,3
303973,P:2594,07/03/2025,20:22,INV,,4
303974,P:2594,16/03/2025,19:22,INV,,7
303979,P:2607,11/03/2025,20:18,INV,,7
303980,P:2609,08/03/2025,16:05,INV,,7
303982,P:2609,11/03/2025,22:51,INV,,7
303983,P:2612,10/03/2025,16:30,INV,,5
303985,P:2612,05/03/2025,22:53,INV,,5
303987,P:2612,06/03/2025,23:36,INV,,3
303988,P:2616,02/03/2025,23:08,INV,,9
303989,P:2620,20/03/2025,22:37,INV,,8
303990,P:2623,24/03/2025,21:27,INV,,5
303994,P:2626,14/03/2025,23:33,INV,,6
303997,P:2627,28/03/2025,21:09,INV,,3
304003,P:2644,06/03/2025,19:27,INV,,6
304006,P:2648,04/03/2025,21:56,INV,,6
304008,P:2650,08/03/2025,22:35,INV,,6
304010,P:2650,12/03/2025,16:15,INV,,8
304011,P:2652,18/03/2025,19:37,INV,,5
304012,P:2652,13/03/2025,23:33,INV,,6
304013,P:2653,12/03/2025,20:23,INV,,2
304016,P:2657,22/03/2025,21:11,INV,,9
304019,P:2668,09/03/2025,23:25,INV,,3
304023,P:2674,01/03/2025,16:09,INV,,6
304024,P:2674,24/03/2025,17:14,INV,,15
304025,P:2675,24/03/2025,17:10,INV,,7
304027,P:2679,17/03/2025,19:17,INV,,7
304028,P:2679,12/03/2025,21:28,INV,,5
304029,P:2680,21/03/2025,14:42,INV,,6
304031,P:2693,10/03/2025,20:29,INV,,5
304034,P:2697,17/03/2025,17:02,INV,,7
304035,P:2698,08/03/2025,16:21,INV,,4
304036,P:2698,18/03/2025,16:37,INV,,6
304038,P:2700,24/03/2025,20:30,INV,,9
304039,P:2705,20/03/2025,23:06,INV,,7
304040,P:2705,17/03/2025,21:33,INV,,7
304041,P:2705,09/03/2025,19:05,INV,,5
304047,P:2717,20/03/2025,23:46,INV,,6
304051,P:2726,16/03/2025,22:57,INV,,5
304055,P:2729,25/03/2025,18:09,INV,,9
304056,P:2729,21/03/2025,23:23,INV,,6
304059,P:2734,02/03/2025,18:19,INV,,3
304060,P:2734,11/03/2025,22:24,INV,,7
304061,P:2740,08/03/2025,21:31,INV,,7
304063,P:2742,04/03/2025,21:23,INV,,7
304067,P:2752,23/03/2025,20:58,INV,,14
304068,P:2752,01/03/2025,21:37,INV,,9
304070,P:2752,18/03/2025,21:19,INV,,9
304071,P:2758,28/03/2025,20:42,INV,,6
9304071,P:2758,28/03/2025,23:42,CR,,2
304074,P:2759,27/03/2025,21:23,INV,,5
304075,P:2759,23/03/2025,23:49,INV,,4
304077,P:2760,04/03/2025,21:41,INV,,10
304078,P:2765,09/03/2025,22:23,INV,,5
304079,P:2765,15/03/2025,20:46,INV,,3
304082,P:2766,23/03/2025,17:30,INV,,9
304084,P:2769,25/03/2025,18:17,INV,,5
304085,P:2776,06/03/2025,20:48,INV,,15
304088,P:2779,11/03/2025,17:39,INV,,5
304092,P:2783,08/03/2025,12:23,INV,,3
9304092,P:2783,08/03/2025,18:23,CR,,2
304094,P:2784,05/03/2025,20:41,INV,,14
304095,P:2784,13/03/2025,23:16,INV,,4
304099,P:2790,12/03/2025,22:00,INV,,5
9304099,P:2790,12/03/2025,05:00,CR,,2
304100,P:2792,27/03/2025,21:52,INV,,5
304101,P:2793,11/03/2025,17:44,INV,,8
304102,P:2797,01/03/2025,20:14,INV,,9
304104,P:2801,07/03/2025,22:13,INV,,5
304108,P:2820,06/03/2025,23:17,INV,,4
304110,P:2820,08/03/2025,21:12,INV,,8
304112,P:2824,10/03/2025,19:33,INV,,4
304113,P:1005,23/04/2025,14:58,INV,,7
304115,P:1011,17/04/2025,08:20,INV,,6
304117,P:1016,25/04/2025,08:36,INV,,3
304118,P:1017,11/04/2025,10:44,INV,,9
304119,P:1018,03/04/2025,08:08,INV,,7
304120,P:1019,01/04/2025,14:31,INV,,9
304122,P:1019,18/04/2025,08:16,INV,,7
304124,P:1021,21/04/2025,14:54,INV,,6
304126,P:1022,07/04/2025,16:07,INV,,3
304128,P:1024,22/04/2025,09:18,INV,,4
304130,P:1026,22/04/2025,11:32,INV,,14
304132,P:1028,20/04/2025,14:08,INV,,13
304133,P:1028,07/04/2025,19:09,INV,,9
