invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
322765,EL STAR ACRE ZAYED (2),711,19042026,11:54:36,,Giza,Faisal,4797.99,750.51,4047.48,6,
322766,PH Star Care Zayed Mall,716,07042026,08:25:15,,Giza,Faisal,5906.95,1009.20,4897.75,9,
322767,Ph/Mira Zayed Branch 1,728,01-Apr-2026,13:28:36,blk 2 - FSL - police st.,,,8824.66,953.78,7870.88,11,CLSD
322768,PY/MIRA ZAYED 6tth Zone,728,01042026,10:14:39,"Faisal 120, FSL zone",,,5599.30,552.25,5047.05,9,
322769,Ph/Metro Hara-A,774,22042026,15:46:46,blk 25 - FSL - hospital,,,2489.79,606.22,1883.57,3,CLSD
322773,PH Nile Care Main Rooad,761,28-Apr-2026,10:28:51,blk 23 - FSL - bridge,,,1728.22,417.93,1310.29,4,CLSD
322774,PH Nile Care 6th Zone,774,22042026,14:06:06,Faisal 171 Salah Salem,,,2378.65,640.90,1737.75,4,CLSD
322775,PH Nile Care Station St.,772,11042026,11:06:57,"30 Nile st., near police st., FSL",Cairo,Nasr City,4054.17,580.27,3473.90,11,CLSD
322776,el metro faisal StationSt.,746,26042026,15:00:27,,,,3275.43,338.01,2937.42,4,CLSD
322777,el faraby (2),736,22042026,10:12:35,,,,2063.15,448.20,1614.95,5,
322781,Ph/el faraby,722,03042026,12:23:38,,,,4421.78,1272.63,3149.15,7,CLSD
322782,PH el faraby 04,737,14042026,08:36:18,"Tahrir 230, FSL zone",,,1576.73,276.70,1300.03,4,CLSD
322783,el baraka  011,760,19042026,17:52:36,,,,7751.10,1526.40,6224.70,13,
322784,Ph/El Baarka 6th Zone,768,16042026,14:48:53,,,,5094.57,607.49,4487.08,8,
322785,EL EL HOKAMA 011,725,23042026,13:54:29,Faisall 141 Faisal,,,5343.00,422.58,4920.42,6,CLSD
322786,el SEHA FIRST FAISAL,705,28042026,12:26:49,FSL/72,,,2491.84,265.56,2226.28,7,
322787,Health Gate Banha Branch 2,707,19042026,16:16:35,,,,1307.44,209.74,1097.70,5,
322788,EL icty care Station St.,727,21-Apr-2026,16:29:42,,,,5079.05,530.06,4548.99,9,CLSD
322792,El-Family Faisal Station St.,700,09042026,11:21:50,"Corniche 145, FSL zone",,,4496.10,1305.45,3190.65,3,
322794,Ph/al nozha faisal Station St.,775,03042026,14:59:44,Faisal 110 orniche,Alexandria,Smouha,580.28,180.05,400.23,2,CLSD
322798,EL SEHA FIRRST FAISAL,729,01042026,13:18:06,blk 7 - FSL - bridge,Giza,Faisal,4108.58,880.58,3228.00,8,
322799,el seha first faisal 011,763,10042026,13:07:57,FSL/98,,,3000.38,675.45,2324.93,6,
322800,El-ElBaraka Faisal 6th Zone,753,02042026,14:36:28,FSL/141,,,3842.63,801.75,3040.88,7,CLSD
322801,Alph aPharma Square,704,27042026,08:37:41,,,,4260.64,509.54,3751.10,9,CLSD
322803,Alpha Pharma Square,738,04042026,09:59:25,"33 Haram st., near bridge, FSL",,,2843.10,527.82,2315.28,5,
322804,Hope Dokki br.2756,752,28042026,17:31:32,"Port Said 184, FSL zone",Giza,Faisal,5029.75,923.17,4106.58,8,CLSD
322805,Ph/Life Line (2),730,27042026,13:08:58,,Giza,Faisal,4958.80,1187.92,3770.88,6,CLSD
322807,El Zahraa 04,773,27042026,10:59:47,,,,1530.06,379.30,1150.76,4,CLSD
322809,El-UNION PHARM REHAB VIEW-A,721,16042026,17:09:58,,,,6287.63,1533.45,4754.18,15,CLSD
322810,phharma plus,725,15042026,13:07:42,,,,2382.07,205.29,2176.78,6,
322811,Better Life Faisal (2),757,14042026,13:13:49,,Giza,Mohandessin,332.02,32.26,299.76,2,CLSD
322812,Ph/el zarhaa imbaba (2),717,23-Apr-2026,10:09:49,,,,3404.26,725.67,2678.59,5,
322813,EL Blu eWav eMain Road,776,02042026,15:21:23,,Giza,Faisal,1302.09,142.58,1159.51,2,CLSD
322814,Ph/blue wave Main Road,734,16042026,14:25:54,,,,4162.54,703.40,3459.14,7,
322815,Blue Wvae Montaza,706,17042026,14:30:17,FSL/109,,,1565.32,309.97,1255.35,8,
322816,BLUE WAVE WH-406,735,22042026,08:47:13,blk 2 - FSL - school,,,2884.39,501.11,2383.28,8,
322817,PY/a lamal faisal (2),763,17042026,10:28:00,"8 Sudan st., near park, FSL",,,3740.53,455.63,3284.90,4,CLSD
322818,Al Amal aisal brr.2,760,07042026,17:19:20,"Nile 83, FSL zone",,,3891.19,772.65,3118.54,4,CLSD
322819,PY/Omega Faisal br.2,731,06042026,08:43:48,"9th District 133, FSL zone",,,4409.73,487.40,3922.33,4,CLSD
322820,PH omega faisal,766,24-Apr-2026,15:56:56,blk 6 - FSL - school,,,2773.47,215.16,2558.31,6,
322821,el elite,705,22042026,11:29:58,FSL/138,,,3984.00,325.02,3658.98,6,
322823,el braka,753,22042026,08:33:27,blk 7 - FSL - square,,,1516.85,379.32,1137.53,4,
322825,care 24 seven Branch 1793,713,26042026,11:07:14,,Alexandria,Smouha,4557.45,864.29,3693.16,4,
322826,NILEE CARE,749,02042026,11:49:27,"Nile 221, FSL zone",,,5477.99,1213.95,4264.04,10,
322827,Ph/omega oct city Mall,765,22042026,10:25:10,,,,4758.13,556.73,4201.40,10,
322830,Better Life Faisal Branch 2,714,22042026,10:27:48,"Geish 96, FSL zone",Giza,Faisal,6933.17,1242.10,5691.07,8,CLSD
322831,Better Lief Faisal,734,03042026,13:01:35,blk 8 - FSL - park,,,4671.48,765.10,3906.38,7,
322832,PY/el baraka marg Mall,737,07042026,11:37:45,blk 10 - FSL - gas station,,,6436.53,1255.62,5180.91,11,
322833,El Baraka Marg Main Road,706,15042026,11:56:19,blk 4 - FSL - market,Alexandria,Smouha,3836.79,725.79,3111.00,6,
322834,Ph/Elite Hraam 04,720,24042026,08:16:58,,,,6300.66,1568.21,4732.45,11,CLSD
322835,eliteharam,758,20-Apr-2026,11:37:05,,,,2042.22,370.03,1672.19,5,
322836,PH ANGEL NOZHA rBanch 2,705,27-Apr-2026,13:50:10,blk 19 - FSL - square,,,2815.74,420.28,2395.46,7,CLSD
322837,EL UNION WH-427,761,22042026,11:39:44,"Autostrad 221, FSL zone",,,4003.04,887.62,3115.42,5,CLSD
322838,union pharm zayed 011,769,20042026,16:01:13,,,,6815.09,749.18,6065.91,12,
322840,HEALTH GATE ZAYED (2),764,16042026,10:43:04,,,,1804.88,380.78,1424.10,6,
322841,HEALTH GATE ZAYED (2),703,25-Apr-2026,10:45:10,,,,3752.79,425.41,3327.38,7,CLSD
322842,Ph/blue wave Station St.,700,03042026,08:45:40,,,,4780.19,1185.30,3594.89,8,CLSD
322843,EL pharma plus faisal 6th Zone203,733,21042026,10:21:52,,,,3110.32,301.32,2809.00,7,CLSD
322844,El-Phrma Plus Faisal br.2976,744,28042026,13:30:31,Faisal 26 Gamet Deawl,,,1568.06,165.93,1402.13,10,
322845,el elite agami 04,773,11-Apr-2026,13:51:00,,,,3622.01,809.68,2812.33,4,
322846,PH el zahraa 6th Zone,758,12042026,15:03:12,,,,5889.69,806.83,5082.86,8,
322847,El-El Zahraa Mall,731,02042026,13:05:42,,,,2262.33,251.77,2010.56,4,CLSD
322848,El-Sunrise Montaza-A,702,22042026,11:05:53,,,,3881.25,302.88,3578.37,8,CLSD
322849,Sunrise Montaza (2),772,20-Apr-2026,13:54:22,"207 Haram st., near police st., FSL",,,3094.75,530.29,2564.46,4,CLSD
322851,SALAMTEK FAISAL 011,767,04042026,12:32:42,,,,4908.32,550.58,4357.74,6,CLSD
322852,EL salamtek faisal 011,707,01042026,13:25:33,Faial 101 Mustafa Nahhas,,,3590.83,629.00,2961.83,7,CLSD
322854,Ph/METRO OBOUR,773,07042026,13:17:41,,,,3448.21,752.00,2696.21,9,CLSD
322855,Ph/MEETRO OBOUR,771,04042026,12:51:08,,,,2599.81,167.26,2432.55,3,CLSD
322856,El-Metro Obour Branch 1,730,14042026,18:41:17,,,,9259.25,1826.67,7432.58,11,CLSD
322857,El-Metr Obour Branch 1,768,02-Apr-2026,11:16:22,"Zayed 118, FSL zone",,,2331.10,140.65,2190.45,3,CLSD
322858,PY/Nile Care Faisal Main Road,751,27042026,12:21:37,Faisall 223 Abbas,,,6565.21,875.36,5689.85,9,CLSD
322859,Nille Care Faisal,728,05042026,12:28:29,blk 23 - FSL - gas station,,,1409.70,87.74,1321.96,3,CLSD
322861,el geen lefa 011287,706,23042026,15:21:39,,,,1554.12,222.02,1332.10,3,CLSD
322862,PY/green leaf Mainn Road,759,12042026,18:53:24,,,,1949.17,461.74,1487.43,5,
322865,PH Geen Leaf 04,774,26-Apr-2026,11:54:32,blk 4 - FSL - mosque,,,2796.60,605.57,2191.03,4,CLSD
322866,el geen leaf Mall,705,21042026,08:51:28,FSL/204,,,8349.98,947.20,7402.78,10,
322868,el hokama faisal Branch 2,723,03042026,08:10:16,,,,6934.97,836.29,6098.68,7,CLSD
322870,PY/NILE CARE FAISAL Branch 2,740,24042026,13:29:46,,,,2931.17,675.00,2256.17,8,
322871,METRO FIASAL (2)547,712,15042026,11:04:06,blk 6 - FSL - park,,,6469.18,975.09,5494.09,12,CLSD
322872,EL ZAHRAA WH-462,745,19042026,08:34:17,,Giza,Faisal,2080.30,242.20,1838.10,6,
322874,EL Better Life Square,775,24042026,10:46:51,"200 9th District st., near police st., FSL",,,9215.06,2240.44,6974.62,12,CLSD
322875,PYA/lpha Pharma,707,03042026,10:39:32,"Port Said 75, FSL zone",,,1139.13,185.38,953.75,4,
322876,AL NOZHA Station St.,721,04042026,13:51:18,FSL/67,,,2266.76,636.87,1629.89,10,CLSD
322877,PY/AL AMAL FAISAL,715,28-Apr-2026,11:41:22,,Giza,Faisal,3685.46,648.77,3036.69,8,CLSD
322880,PH alpha pharma Station St.,749,19042026,15:16:15,FSL/193,,,2074.04,383.17,1690.87,5,CLSD
322881,PH ALPHA WH-471,726,07-Apr-2026,15:48:24,,,,1929.22,174.30,1754.92,6,CLSD
322883,PHARMA PLUSFAISAL-A,724,03042026,08:15:56,,,,3923.68,465.42,3458.26,7,CLSD
322885,EL Star Care Faisal br.2,754,03042026,13:24:56,Faisal 20 Port Sid,,,2000.56,381.16,1619.40,7,
322886,Star Care Faisal,770,16-Apr-2026,12:02:49,Faisal 1119 Nile,,,1817.51,115.82,1701.69,2,CLSD
322887,DR MEDHAT NOZHA (2),753,22042026,13:39:17,"234 Faisal st., near mosque, FSL",,,5728.40,1180.02,4548.38,14,CLSD
322888,PH dr medhat nozha Station St.465,747,01042026,14:56:33,"Horreya 134, FSL zone",Giza,Faisal,3309.44,787.48,2521.96,6,CLSD
322889,PH ALPHA  PHARMA BANHA407,760,04-Apr-2026,13:06:27,FSL/213,,,1758.69,415.55,1343.14,4,CLSD
322890,ELAlpha Pharma Bnaha 011,739,24042026,17:47:10,,Alexandria,Smouha,2002.75,372.16,1630.59,6,
322892,EL El Zahraa-A326,712,22042026,11:58:56,,,,6419.13,716.96,5702.17,9,CLSD
322894,PY/Health Gate Obour-A,736,12042026,11:51:24,FSL/234,,,4402.11,846.96,3555.15,12,CLSD
322896,el Angel,732,17042026,08:03:35,,,,3968.21,481.42,3486.79,6,CLSD
322897,Ph/Ebn Sina Faisal 011,763,09042026,13:44:19,,,,3824.16,714.51,3109.65,8,CLSD
322898,Sunirse Faisal 011,754,21042026,13:07:00,Faisla 24 Port Said,Giza,Faisal,2784.96,601.17,2183.79,9,
322901,UNION PHRAM AGAMI273,775,15-Apr-2026,08:16:26,blk 10 - FSL - bridge,,,2550.68,550.08,2000.60,6,CLSD
322902,el Salamtek Faisal-A,710,27-Apr-2026,09:19:33,,,,9705.04,1525.24,8179.80,13,
322903,PY/mira faisal Branch 2,757,27042026,13:19:33,,,,4056.42,643.94,3412.48,7,CLSD
322904,Mira Fisal 6th Zone715,756,19042026,08:00:51,blk 26 - FSL - bridge,,,9910.49,1442.06,8468.43,15,CLSD
322906,El-Mira Fasial,755,12-Apr-2026,14:40:13,"36 Salah Salem st., near mosque, FSL",Giza,Faisal,1745.84,297.51,1448.33,3,CLSD
322907,Star Care Maadi 011,724,15042026,12:50:49,,,,2078.58,257.67,1820.91,6,CLSD
322908,PH City CCare Nozha,764,23-Apr-2026,17:52:17,"Haram 12, FSL zone",Cairo,Nasr City,6090.87,1214.42,4876.45,12,
322910,EL El Faraby Faisal-A,753,11042026,09:14:38,,,,4650.93,974.06,3676.87,6,
322911,PY/EL FARABY FAISAL,712,05042026,10:17:03,"172 Corniche st., near square, FSL",,,4096.92,557.93,3538.99,7,CLSD
322912,PY/EL FARABY FAISAL,729,21042026,16:22:05,,,,2769.08,621.79,2147.29,4,
322915,el DDr Medhat Ibmaba Station St.,703,24042026,13:29:28,Faisal  77 Haram,,,6015.71,518.63,5497.08,9,CLSD
322916,Ph/dr medhat imbaba 6th Zone,738,02042026,09:30:04,FSL/65,,,5105.68,850.23,4255.45,6,
322918,Alpha Pharma Zayed 011,718,20042026,13:07:40,Faisal 00 Port Said,,,3682.62,928.83,2753.79,5,CLSD
322919,El-ALPHA PHARMA ZAYED,721,05042026,14:03:21,blk 18 - FSL - police st.,,,932.14,222.35,709.79,5,
322921,AL AMAL WH-511,717,26042026,11:32:12,Faiasl 95 Corniche,,,294.60,66.47,228.13,2,CLSD
322922,ELa l aaml marg 011268,707,26042026,18:55:06,blk 10 - FSL - police st.,Cairo,Nasr City,4467.22,728.39,3738.83,10,
322923,el Al Nozha Faisal Mall,771,13-Apr-2026,11:11:26,,Giza,Faisal,2673.85,185.26,2488.59,5,
322924,AL NOOZHA FAISAL Branch 2,725,20042026,12:10:11,"Mustafa Nahhas 203, FSL zone",,,1264.12,151.87,1112.25,5,CLSD
322925,El-Al Nozha Faisal,724,19042026,08:15:46,blk 25 - FSL - market,,,5004.12,605.42,4398.70,8,CLSD
322928,El-gree leaf Branch 1,719,13042026,13:50:33,"134 Salah Salem st., near market, FSL",,,2435.80,238.61,2197.19,3,
322929,EL EL SHIFA FAIAL Branch 2,766,03042026,14:46:05,,,,2661.86,214.87,2446.99,4,
322930,Hop (2),719,09042026,17:40:06,"220 Industrial Zone st., near police st., FSL",,,8793.44,635.28,8158.16,10,CLSD
322932,E Pharma Plus Square,748,20042026,15:19:02,Faisal 116 9th DDistrict,,,2873.59,587.43,2286.16,5,CLSD
322933,Pharma Plus Square 6th Zone,759,20042026,14:03:03,,,,1482.92,336.34,1146.58,3,
322934,PY/Salamtek Faisal,757,20042026,15:49:36,,,,3467.35,524.20,2943.15,9,CLSD
322935,PH Salamtek Faisal 04,758,25-Apr-2026,08:07:27,FSL/103,,,8480.10,1260.43,7219.67,4,
322936,el Salamtek Faisal 04,768,18042026,11:29:57,"110 Nasr st., near market, FSL",,,3502.67,400.48,3102.19,10,
322937,el Salamtek Faisal 04,760,02042026,11:19:22,,,,8165.22,1691.94,6473.28,10,CLSD
322938,PH Salamtek Faisal 04,702,10042026,19:04:47,,,,4253.92,409.27,3844.65,8,
322939,MISR  Branch 1,760,22042026,08:16:46,"100 Zayed st., near bridge, FSL",,,2589.07,757.38,1831.69,4,
322940,Ph/Misr Branch 1,720,23042026,14:46:33,,,,2208.72,523.77,1684.95,4,CLSD
322942,Mir Branch 2,740,11-Apr-2026,12:00:03,,,,4186.25,1093.39,3092.86,8,CLSD
322943,life line faisal Branch 1,776,12042026,13:58:20,,,,1919.34,289.29,1630.05,2,
322945,BlueW ave Faisal 04,761,10042026,13:57:06,,Cairo,Nasr City,4075.92,774.10,3301.82,6,
322947,PHARMA PLUS br.2,718,01042026,16:19:45,"14 Mustafa Nahhas st., near hospital, FSL",,,3589.63,795.74,2793.89,8,
322948,PHARMA PLUS Main Road,717,12042026,11:55:12,,,,3415.48,862.14,2553.34,5,CLSD
322952,PH Alpha Pharma Mall,776,13042026,10:25:15,,,,2236.86,312.12,1924.74,5,
322953,Alpha Pharma br.2,774,03042026,10:46:21,,,,6972.89,1629.73,5343.16,14,
322955,EL SHIFA WH-545,764,10042026,11:03:13,,,,447.61,89.66,357.95,5,
322956,EL NASR FIASAL,714,14042026,15:24:16,"Industrial Zone 64, FSL zone",,,4823.08,766.49,4056.59,7,
322958,El-El Hokama Marg,713,08-Apr-2026,11:33:14,,,,4230.57,828.58,3401.99,7,
322961,Ph/pharma plus faisal,746,19042026,10:20:26,,,,5271.09,583.80,4687.29,15,CLSD
322963,PY/Star Care Faisaal Mall,759,25042026,10:07:20,,,,7566.75,1653.05,5913.70,7,
322964,El-alpha pharma Station St.,739,26042026,14:25:01,"71 Salah Salem st., near gas station, FSL",,,2895.22,392.12,2503.10,7,CLSD
322965,EL ALPHA PHARMA 011112,777,02-Apr-2026,14:16:59,FSL/42,,,1891.05,172.53,1718.52,7,CLSD
322966,El-alpha pharma Station St.,760,14042026,14:31:03,,,,2067.69,452.73,1614.96,4,
322967,PH tSar Care 011,723,16042026,11:13:57,,,,2884.40,366.62,2517.78,6,
322968,CITY CARE SQUARE Branch 1,722,23042026,14:24:23,,Giza,Faisal,4186.74,1073.41,3113.33,6,
322969,EL city care square Main Rad,715,25042026,12:55:04,Faisal 14 Industrrial Zone,,,2546.55,472.99,2073.56,8,CLSD
322970,PY/Metro Faisal,776,07-Apr-2026,15:54:33,,,,7178.10,918.61,6259.49,9,CLSD
322972,Metro Faisal 011,713,04042026,09:17:44,FSL/132,,,3751.72,774.61,2977.11,4,CLSD
322974,care 24 seven dokki (2),706,22-Apr-2026,16:08:24,,,,5968.45,1171.18,4797.27,4,
322975,Care 24 Seven Dokki879,763,14042026,12:40:25,blk 10 - FSL - police st.,,,3200.03,638.88,2561.15,6,
322976,El-DR MEDHAT Main RRoad,761,24042026,14:51:34,Faisal 55  Port Said,,,8916.30,2241.18,6675.12,8,
322977,PY/Dr Medhat,745,07-Apr-2026,16:07:31,,,,3327.02,187.51,3139.51,5,CLSD
322978,PY/El Barakaa Faisal Main Road,732,14042026,15:32:02,FSL/104,,,1459.64,133.32,1326.32,4,CLSD
322980,NIL ECARE FAISAL-A,747,01042026,13:42:40,Faisal 226 Autoostrad,Giza,Faisal,4762.25,1092.80,3669.45,10,
322981,Ph/Angel Marg (2),763,22042026,08:53:32,,,,5458.08,1128.66,4329.42,10,CLSD
322982,PH SALAMTEK,720,10-Apr-2026,16:32:05,blk 4 - FSL - metro,,,4988.57,1221.76,3766.81,6,CLSD
322983,El-Hope Haram Mall,771,28042026,10:50:48,FSL/22,,,6655.37,580.72,6074.65,10,
322984,El-EL SHIFA FAISAL-A,757,08042026,08:44:53,FSL/18,,,7299.52,1156.18,6143.34,7,
322987,El-Union Pharm 04,733,21042026,13:11:26,,,,1063.39,144.13,919.26,3,
322988,PH UNIO NPHARM,706,27042026,15:55:29,,,,5886.99,1025.72,4861.27,8,
322990,PH UNIO NPHARM,724,25042026,17:09:46,,,,5103.18,688.12,4415.06,8,CLSD
322991,union pharm Branch 2,708,01042026,10:55:29,"43 Industrial Zone st., near square, FSL",,,6443.60,1139.38,5304.22,8,CLSD
322993,EL Salamtek Faisal 04,729,17042026,16:49:34,blk 13 - FSL - market,,,4821.67,949.33,3872.34,9,CLSD
322995,EL El Shifa Oct City Branch 2,733,24-Apr-2026,14:17:18,blk 19 - FSL - metro,,,6194.19,703.65,5490.54,7,
322996,Al Nozha Marg,735,06-Apr-2026,16:36:28,"239 Nasr st., near police st., FSL",,,6676.42,1185.04,5491.38,10,
322997,el El Zahraa Faisal Mall,702,03042026,13:08:12,Faisal 1 aNsr,,,3765.88,342.07,3423.81,12,CLSD
322999,el zahraa faisal 6th Zone,771,26042026,11:41:42,,,,2350.04,241.18,2108.86,3,CLSD
323001,el health gate faisal Banch 1,765,16042026,13:36:40,,,,3315.46,237.62,3077.84,4,
323002,PH Health Gate Faisal Mall,723,23-Apr-2026,15:23:34,,Giza,Faisal,4848.95,749.08,4099.87,5,
323003,Ph/Al Amal Faisal 6th Zone,702,23042026,11:13:10,blk 14 - FSL - police st.,,,11010.11,1007.71,10002.40,14,CLSD
323004,PY/El Hookama,707,12042026,09:30:56,Faisal 14 Coniche,,,3256.88,424.48,2832.40,3,
323005,EL EL HOKAMA 04,749,27042026,13:20:50,Faiasl 124 Faisal,,,1921.43,433.92,1487.51,3,CLSD
323006,Ph/el hokama br.2,747,28042026,11:37:49,,,,4853.52,1042.92,3810.60,8,CLSD
323008,PY/EL NASR,761,15042026,08:14:41,,,,6369.87,1360.36,5009.51,8,
323009,El-Alpha Pharma Faisal Main Road,763,14042026,14:39:31,,,,3330.60,545.80,2784.80,6,
323010,El-ALPHA PHARMA FAISAL,725,03042026,13:03:10,,,,4480.49,450.86,4029.63,9,
323011,Alpha Pharma Fisal239,724,06042026,14:15:11,,,,2663.36,328.34,2335.02,6,
323013,Life Line Maadi 011,728,21042026,12:16:16,blk 11 - FSL - police st.,,,3922.79,330.56,3592.23,5,
323014,Silver Care Obour,771,26042026,08:35:58,"50 Nile st., near school, FSL",,,2361.65,254.75,2106.90,4,CLSD
323016,El Zahraa 6th Zone,714,20042026,15:17:00,,,,9489.61,1397.19,8092.42,9,CLSD
323018,El Faraby Faisal (2),776,14042026,15:47:20,blk 29 - FSL - square,,,1619.28,204.57,1414.71,2,
323019,EL EL WH-609,700,14042026,09:47:09,"106 Industrial Zone st., near police st., FSL",,,993.33,250.03,743.30,4,CLSD
323020,Ph/El Baraka Smouha Main Road,713,19042026,13:18:10,blk 9 - FSL - gas station,,,3739.33,594.56,3144.77,4,
323022,PY/Omega eRhab View Station St.,711,25042026,15:42:06,,Cairo,Nasr City,2568.15,398.84,2169.31,5,
323023,El-Omega Rehab Viwe MainRoad,719,19042026,12:03:28,"Gamet Dewal 125, FSL zone",,,2374.64,207.95,2166.69,4,
323024,Ph/Nile CCare Faisa-lA,708,09042026,14:44:57,blk 14 - FSL - gas station,,,5789.57,1057.43,4732.14,11,
323025,E-lAL AMAL,719,03042026,11:55:55,,,,8359.78,674.50,7685.28,10,CLSD
323027,EL al amal Stattion St.,774,27042026,13:13:16,FSL/117,,,4192.26,1023.86,3168.40,6,
323028,STAR CARE WH-618,714,04042026,12:22:40,FSL/232,,,6427.32,1001.17,5426.15,7,
323029,El-el baraka-A,770,07042026,14:53:35,"27 Port Said st., near square, FSL",,,3691.15,134.83,3556.32,7,
323031,EL El Baraka,737,23-Apr-2026,12:34:30,"73 Port Said st., near park, FSL",,,2364.36,472.19,1892.17,8,CLSD
323032,El-el baraka-A,746,13042026,16:08:38,FSL/154,,,7298.10,786.40,6511.70,12,CLSD
323033,Ph/DR MEDHAT IMBABA Branch 2,717,01042026,14:35:47,FSL/38,,,7218.74,1624.16,5594.58,6,CLSD
323035,Better Life Mall,705,20042026,11:04:45,blk 17 - FSL - school,,,4131.41,587.39,3544.02,9,
323036,BETTERR LIF EMall,719,19042026,11:23:52,,,,4734.59,472.29,4262.30,13,CLSD
323039,Ph/OMEGA Mall,713,09042026,09:54:21,Fiasal 187 9th District,,,2061.45,380.02,1681.43,3,
323041,El-EBN SINA,729,06042026,10:48:22,,,,5895.28,1477.92,4417.36,6,
323042,El-ANGEL FAISAL Branch 1,719,02042026,11:27:02,Faisal 321 Salah Salem,,,3877.12,340.02,3537.10,6,
323045,Ebn Sina Station St.,768,10042026,08:48:28,blk 12 - FSL - park,,,7166.32,828.55,6337.77,13,CLSD
323046,El-Angel Souha br.2,726,03-Apr-2026,10:09:09,,Giza,Faisal,1724.91,154.08,1570.83,4,CLSD
323047,Ph/Life Line Obour,743,28042026,13:51:26,"130 9th District st., near school, FSL",,,1698.78,119.72,1579.06,4,CLSD
323048,PY/Seah First Obour 0011,708,08042026,14:20:41,,,,7122.55,1258.20,5864.35,6,CLSD
323049,EL STAR CARE Branch 2,776,07042026,09:57:57,Faisa 49 Sudan,,,1631.20,204.59,1426.61,5,CLSD
323051,Al Amal brr.2,726,22042026,08:15:44,"126 Autostrad st., near gas station, FSL",,,5405.22,535.10,4870.12,9,CLSD
323054,El-EL ZAHRAA FAISAL Mall,717,15042026,08:08:49,,,,2559.52,637.29,1922.23,5,
323055,El-EL ZAHRAA FAISAL Mall,735,22042026,12:18:18,,,,73.65,11.04,62.61,2,
323056,PH EL FARABY,713,11042026,12:39:51,,,,2728.63,553.34,2175.29,5,CLSD
323057,el al nozha faisal 04622,742,08042026,08:43:51,,Giza,Faisal,10304.98,2226.46,8078.52,12,CLSD
323059,Ph/El Tourath Rehba View,734,22-Apr-2026,14:45:03,,,,2786.22,487.78,2298.44,7,
323061,Metro Faisal Branch 1,722,20042026,15:29:13,,,,6010.62,1451.25,4559.37,7,CLSD
323062,metro faisal,727,06042026,09:12:08,blk 24 - FSL - gas station,,,2858.16,327.58,2530.58,5,
323064,METRO NOZHA 04,777,16042026,13:45:12,FSL/145,Giza,Faisal,14974.84,1987.20,12987.64,11,
323066,STAR CARE FAISAL Branch 1,777,28042026,16:05:33,,,,3105.83,468.31,2637.52,6,CLSD
323069,El-EBN SINA Station St.,772,18042026,09:33:13,"14 Industrial Zone st., near school, FSL",,,1846.31,183.72,1662.59,4,
323070,ebn sina Mall,720,08042026,16:35:10,,,,1502.99,357.08,1145.91,2,CLSD
323071,Misr Smouha 6th Zone,754,03042026,11:48:35,,,,8431.07,2044.31,6386.76,7,CLSD
323073,El Tourath Station St.,776,15-Apr-2026,14:00:35,"Tahrir 56, FSL zone",,,2377.46,273.55,2103.91,4,
323074,el tourrath Mall,721,08042026,12:15:18,,,,2506.62,635.91,1870.71,6,CLSD
323075,PY/El Baraka Main Road,702,12042026,12:04:32,,,,378.63,32.73,345.90,2,
323077,El-Alpha Phrma Station St.,729,15042026,11:58:28,,Cairo,Nasr City,1773.03,431.58,1341.45,7,CLSD
323078,Alpha Pharma-A,706,27042026,08:28:36,MHS/62,,,4892.63,807.45,4085.18,7,
323079,PH Alpha Pharma,763,27042026,09:13:14,MHS/157,,,1526.66,319.67,1206.99,3,CLSD
323080,EL angel Branch 2,716,22042026,17:36:44,,Giza,Faisal,6649.35,1180.07,5469.28,10,CLSD
323081,el mira mohandessin Main Road,770,28-Apr-2026,09:29:41,"Zayed 204, MHS zone",,,3399.62,219.48,3180.14,4,CLSD
323082,El-Mira Mohandessin,729,07042026,12:07:46,MHS/86,Giza,Mohandessin,3852.79,850.92,3001.87,8,CLSD
323085,El-apha pharma Main Road,725,06042026,14:53:47,"Gamet Dewal 86, MHS zone",,,2907.79,368.90,2538.89,6,CLSD
323086,ALPHA PHARMA Station St.,745,27042026,11:41:54,blk 21 - MHS - bridge,Cairo,Nasr City,2060.40,251.68,1808.72,8,CLSD
323089,Family Mohanessin,775,02042026,08:24:24,blk 26 - MHS - police st.,,,2054.55,459.65,1594.90,5,
323090,FAMLY MOHANDESSIN,724,24042026,09:33:02,,,,1654.67,214.49,1440.18,4,CLSD
323091,FAMILY MOHANDESSIN,731,01042026,17:35:49,blk 20 - MHS - school,Giza,Mohandessin,4220.43,486.09,3734.34,10,
323092,PY/Star Caree Helwan br.2,764,09-Apr-2026,17:16:57,MHS/92,,,7713.50,1562.36,6151.14,6,
323093,star care helwan (2),729,17042026,13:29:15,Mohadessin 134 Abbas,,,931.74,189.31,742.43,5,
323094,el star care helwan Station St.,761,07042026,12:20:01,,,,1587.16,358.24,1228.92,6,CLSD
323096,El-Star Care Rehab View rb.2,777,05042026,14:37:39,Mohandessin 157 9th Disttrict,,,5539.97,772.85,4767.12,6,CLSD
323097,GREEN LEAF-A2273,761,27042026,11:01:11,,,,649.85,151.45,498.40,3,
323098,OMEGA Main RRoad,733,08042026,09:03:17,,,,3822.58,299.34,3523.24,8,CLSD
323099,EL blue wave shubra 04,741,19042026,18:53:35,Mohandessin 165 Auostrad,,,6008.44,1296.17,4712.27,9,
