doc_no,qty,unit_price,line_value,vat_flag
306110,4,100.03,315.64,
306110,6,122.63,582.68,
306110,3,8.34,21.19,
306112,4,143.35,431.59,
306112,4,48.42,146.74,
306112,7,59.96,311.62,
306112,6,131.60,604.56,
306112,1,85.41,63.02,
306112,8,98.88,607.86,
306112,7,79.91,386.97,
306112,5,95.52,356.33,
306112,6,193.07,843.61,
306112,3,24.19,51.66,
306112,2,435.54,674.53,
306113,4,16.27,56.38,
306113,3,25.90,69.76,
306113,4,18.65,68.55,
306113,3,11.85,33.26,
306113,10,145.16,1284.82,
306113,7,8.26,54.03,
306113,4,22.58,79.28,
306113,7,40.82,280.70,
306113,7,81.48,528.47,
306113,2,17.23,31.83,
306113,3,219.84,616.14,
306114,6,57.10,299.93,
306114,1,130.15,106.91,
306114,5,208.08,906.83,
306114,5,55.75,233.82,
306114,4,23.81,82.60,
306114,3,8.03,22.43,
306114,2,209.10,361.12,
306114,5,225.12,1025.50,
306114,3,87.84,232.91,
306118,3,77.56,171.73,
306118,4,283.82,950.69,
306118,4,98.69,324.51,
306118,4,134.11,436.69,
306118,1,12.94,10.05,
306118,5,472.77,1889.05,
306118,2,8.30,13.30,
306118,5,45.54,194.31,
306121,4,11.41,34.84,
306121,4,41.31,133.75,
306121,5,248.64,840.96,
306121,4,104.64,313.35,
306121,6,82.19,379.04,
306122,1,161.57,134.69,
306122,5,483.99,2024.70,
306122,8,388.08,2764.02,
306122,5,126.97,480.20,
306123,3,8.50,23.62,
306123,2,12.51,22.71,
306127,3,73.55,170.77,
306127,5,45.23,170.80,
306127,3,8.53,20.50,
306127,4,241.68,692.56,
306127,1,126.85,96.32,
306127,8,42.08,258.98,
306127,4,184.98,617.37,
306127,3,66.49,159.72,
306127,1,202.75,151.89,
306128,5,73.01,287.34,
306128,4,425.88,1284.69,
306128,4,442.68,1463.00,
306128,3,43.34,108.01,
306128,6,153.67,811.52,
306128,3,24.05,52.69,
306128,4,233.76,755.23,
306128,4,136.88,410.41,
306128,6,30.99,157.80,
306128,4,61.85,192.56,
306129,3,8.40,21.40,
306129,3,463.08,1088.86,
306129,6,12.94,60.32,
306129,3,121.54,310.03,
306129,4,84.78,264.26,
306129,5,23.06,97.10,
306131,6,66.55,285.29,
306131,6,36.07,178.38,
306131,5,58.56,216.77,
306131,6,134.11,681.74,
306131,8,129.36,826.73,
306131,3,187.58,458.64,
306131,4,129.56,371.91,
306131,2,64.97,99.14,
306131,4,192.70,618.52,
306131,4,80.86,237.84,
306131,2,7.70,11.31,
306131,4,55.14,167.64,
306131,3,8.11,16.54,
306131,5,122.36,475.13,
306131,6,23.86,113.99,
306133,3,87.84,216.92,
306133,3,333.90,839.38,
306133,5,149.72,545.73,
306136,5,389.76,1772.16,
306136,5,36.20,162.25,
306136,5,12.91,61.24,
306137,7,18.11,99.48,
306137,7,129.62,668.87,
306137,6,63.44,302.38,
306137,2,18.88,31.06,
306137,4,341.15,987.81,
306137,2,19.46,29.07,
306137,4,111.75,343.42,
306137,4,97.15,320.35,
306138,2,11.64,20.59,
306138,4,98.59,331.95,
306138,5,34.06,146.31,
306138,7,126.61,810.20,
306138,3,316.58,848.74,
306138,6,157.78,814.78,
306138,4,259.92,954.75,
306138,5,18.79,81.77,
306138,4,12.45,42.27,
306138,3,99.46,254.41,
306138,3,100.03,260.45,
306138,7,75.52,441.50,
306139,2,95.62,168.46,
306139,6,209.72,1166.92,
306139,4,437.22,1623.92,
306139,3,24.77,69.92,
306140,5,88.03,368.82,
306140,5,411.60,1623.16,
306140,4,7.26,23.12,
306144,5,71.67,311.24,
306144,4,294.53,1030.39,
306144,4,221.61,745.40,
306144,2,465.12,877.82,
306144,2,129.36,218.92,
306144,6,412.02,2144.25,
306144,7,24.29,147.35,
306144,5,152.15,696.54,
306144,3,79.91,196.48,
306144,2,128.62,211.32,
306144,8,97.82,665.45,
306144,5,42.48,181.35,
306147,3,11.63,29.89,
306147,4,225.60,801.93,
306147,7,171.95,1014.58,
306147,4,66.92,231.52,
306147,8,228.00,1679.10,
306147,5,8.66,36.41,
306147,2,18.32,30.07,
306152,3,119.42,306.36,
306152,2,454.86,787.68,
306152,7,222.02,1307.13,
306152,5,71.51,309.07,
306152,6,30.10,148.32,
306152,8,12.84,90.32,
306152,4,138.62,470.92,
306152,6,12.16,64.37,
306152,5,12.75,53.18,
306152,5,188.19,843.92,
306154,9,185.33,1463.12,
306154,8,116.82,844.00,
306154,2,8.25,15.29,
306154,7,144.67,903.06,
306154,5,32.04,146.15,
306154,7,191.27,1178.18,
306154,2,161.04,294.24,
306154,5,13.16,58.92,
306154,7,22.18,136.01,
306155,2,47.30,84.52,
306155,4,214.23,792.42,
306155,3,19.67,51.62,
306155,3,55.88,157.79,
306155,5,167.90,826.23,
306155,3,150.33,412.37,
306155,4,414.96,1530.21,
306155,2,260.16,452.45,
306155,5,433.86,2034.22,
306155,5,245.52,991.34,
306155,6,93.50,517.01,
306156,4,131.21,429.94,
306156,3,41.72,106.89,
306156,2,246.48,387.15,
306156,4,286.34,908.16,
306156,4,21.96,71.24,
306156,7,46.76,250.10,
306156,4,206.23,606.50,
306156,3,131.60,324.22,
306156,5,24.36,98.05,
306156,4,34.95,109.21,
306156,7,7.46,39.92,
306157,4,19.80,69.13,
306157,1,11.96,10.80,
306157,5,429.66,1852.42,
306157,2,17.28,30.20,
306157,4,47.61,173.48,
306157,5,205.82,944.72,
306158,5,127.20,532.28,
306158,5,297.99,1272.37,
306158,5,245.76,989.80,
306160,6,56.18,302.04,
306160,2,161.27,272.55,
306160,4,34.62,124.94,
306160,6,44.28,220.43,
306160,8,294.84,2144.72,
306160,6,22.18,123.65,
306160,3,129.10,334.19,
306160,2,56.36,96.02,
306160,7,26.28,156.65,
306161,4,166.85,561.85,
306161,2,307.44,486.81,
306161,4,192.50,663.30,
306161,5,144.25,552.87,
306161,3,387.24,902.80,
306161,5,65.27,289.02,
306161,1,57.34,47.07,
306161,2,43.56,70.13,
306161,4,75.67,253.71,
306161,4,31.65,115.25,
306165,4,192.54,692.24,
306165,5,543.15,2273.09,
306165,6,187.26,1008.07,
306165,1,12.74,11.24,
306165,6,75.12,382.60,
306165,4,17.06,55.07,
306165,4,61.31,216.99,
306165,8,11.64,82.53,
306165,2,143.34,229.70,
306165,5,140.45,595.37,
306169,3,114.81,303.38,
306169,2,164.21,268.06,
306169,5,241.44,1038.38,
306169,4,31.65,114.86,
306169,4,286.97,1032.71,
306169,4,18.23,57.68,
306169,5,469.20,1929.49,
306169,5,82.43,347.56,
306169,4,60.76,208.57,
306169,4,207.46,737.11,
306171,5,162.03,755.53,
306171,6,205.62,1023.68,
306173,7,80.46,417.99,
306173,4,13.38,40.56,
306173,5,23.88,95.31,
306173,3,24.12,55.55,
306173,3,261.84,610.04,
306174,4,408.24,1274.86,
306174,4,19.44,57.10,
306174,5,207.05,776.87,
306174,4,99.26,311.07,
306175,4,393.54,1411.02,
306175,3,343.35,907.55,
306175,4,16.74,59.98,
306175,4,19.24,68.68,
306175,4,12.43,41.55,
306175,5,139.08,645.95,
306176,2,31.61,54.92,
306176,6,492.66,2656.26,
306177,3,74.50,206.02,
306177,6,48.11,263.37,
306177,9,40.59,336.30,
306177,4,22.73,81.53,
306178,5,25.94,97.87,
306178,3,18.29,44.62,
306178,3,7.66,16.76,
306178,2,12.59,20.00,
306178,4,135.04,434.87,
306178,3,60.57,140.30,
306178,5,17.35,69.92,
306178,4,527.34,1730.89,
306178,7,115.40,639.13,
306179,2,12.18,18.09,
306179,5,182.69,701.66,
306179,5,8.63,32.87,
306179,5,191.31,681.49,
306179,7,12.78,68.93,
306179,5,44.42,159.10,
306179,4,23.04,67.64,
306180,5,220.17,930.41,
306180,7,41.49,262.67,
306180,4,72.61,242.45,
306180,7,119.30,721.45,
306180,2,25.90,48.93,
306180,3,139.00,356.54,
306180,4,189.73,639.02,
306180,5,17.96,79.81,
306180,1,61.18,53.25,
306180,7,75.99,480.46,
306181,7,403.20,2190.89,
306181,5,166.32,665.55,
306182,2,155.34,275.06,
306182,2,49.46,83.26,
306182,2,76.38,137.35,
306182,7,301.14,1689.08,
306185,4,126.97,396.42,
306185,4,126.72,433.78,
306185,4,544.17,2020.93,
306185,6,13.23,68.57,
306185,5,189.42,809.48,
306185,2,252.96,415.50,
306185,6,31.68,166.25,
306185,2,152.91,260.70,
306185,2,43.92,79.76,
306185,2,165.09,282.47,
306185,2,23.98,40.59,
306185,3,31.68,82.95,
306185,3,18.59,52.73,
306185,2,22.10,38.69,
306185,5,193.52,854.56,
306186,6,190.61,968.85,
306186,4,31.52,112.37,
306186,3,30.13,79.14,
306186,4,33.13,118.78,
306186,2,152.61,276.22,
306186,5,136.36,595.81,
306186,4,12.33,42.87,
306186,7,129.21,786.83,
306186,2,328.86,577.88,
306186,3,74.34,178.74,
306186,5,302.40,1307.64,
306187,5,257.52,1017.03,
306187,6,17.26,80.84,
306187,5,155.34,607.49,
306187,5,17.87,67.59,
306187,2,47.88,74.28,
306187,4,19.04,55.56,
306187,3,88.32,207.84,
306187,4,18.58,54.34,
306187,5,190.08,771.71,
306187,4,58.93,187.58,
306187,10,97.54,705.98,
306189,2,13.71,22.17,
306189,4,287.60,923.80,
306189,3,16.85,40.03,
306189,2,56.36,91.73,
306189,1,164.21,133.04,
306189,3,408.24,950.57,
306189,4,81.56,270.50,
306189,4,60.09,181.27,
306189,2,424.62,691.68,
306189,6,332.33,1526.12,
306190,8,246.00,1872.80,
306190,5,16.42,77.89,
306190,4,237.84,866.89,
306190,7,30.56,200.04,
306190,3,42.08,110.43,
306190,5,345.24,1552.99,
306191,3,409.08,935.76,
306191,3,12.60,29.30,
306191,3,16.34,36.81,
306191,7,91.30,492.37,
306191,4,208.28,652.48,
306191,2,223.66,349.74,
306191,7,18.23,99.92,
306191,3,77.95,183.29,
306194,5,153.37,598.03,
306194,4,12.74,41.77,
306194,3,30.03,67.52,
306194,5,437.64,1758.17,
306195,7,8.34,43.49,
306195,6,8.74,41.51,
306195,5,333.27,1351.56,
306195,4,35.24,112.80,
306195,3,22.90,56.24,
306195,4,22.56,71.22,
306197,4,211.15,639.04,
306197,5,218.33,827.98,
306197,6,78.89,358.46,
306197,5,315.00,1100.77,
306197,6,475.32,2415.10,
306197,2,538.56,833.74,
306197,6,25.99,118.46,
306197,1,233.76,150.97,
306197,6,508.47,2200.86,
306197,4,425.04,1335.52,
306197,3,185.86,388.12,
306197,1,12.63,8.93,
306197,3,34.72,81.26,
306200,4,206.23,704.34,
306200,1,103.39,85.83,
306200,2,8.61,12.94,
306200,3,120.71,278.94,
306200,2,178.99,292.41,
306200,5,8.75,35.03,
306201,3,230.64,589.95,
306201,2,399.00,661.26,
306201,4,182.69,636.34,
306201,8,31.75,233.66,
306201,3,79.44,207.38,
306201,6,307.13,1626.86,
306201,5,248.64,1122.64,
306201,6,8.41,41.20,
306201,6,85.72,466.42,
306201,8,223.44,1488.23,
306203,5,532.95,2172.56,
306203,4,60.39,184.92,
306203,6,19.66,104.38,
306203,2,12.63,19.67,
306205,4,186.14,701.23,
306205,7,48.83,310.96,
306205,6,19.71,104.80,
306205,3,248.16,642.05,
306206,4,259.68,812.16,
306206,4,556.41,1763.21,
306206,6,88.22,437.66,
306206,4,164.46,507.71,
306206,3,494.70,1123.92,
306206,1,12.31,10.20,
306206,4,31.91,105.21,
306206,4,171.60,513.46,
306206,2,190.45,294.94,
306206,3,165.26,394.34,
306207,5,49.37,198.34,
306207,8,24.96,149.73,
306207,4,103.87,321.50,
306207,8,110.68,728.84,
306207,4,260.88,861.16,
306207,3,520.20,1304.88,
306207,3,12.41,30.81,
306208,7,12.48,75.41,
306208,5,87.84,364.45,
306208,7,536.01,3190.01,
306208,6,144.54,712.24,
306208,3,521.22,1258.19,
306208,7,161.74,946.55,
306208,9,156.71,1115.87,
306208,9,72.46,569.48,
306209,5,118.71,510.03,
306209,5,310.59,1355.14,
306209,4,197.62,692.49,
306209,5,241.68,1037.43,
306210,4,12.78,44.23,
306210,3,43.07,108.11,
306210,6,57.22,290.08,
306210,6,153.22,816.71,
306210,3,540.60,1339.31,
306210,4,32.64,114.49,
306210,6,55.88,308.99,
306210,5,547.23,2322.13,
306210,6,79.68,469.21,
306211,7,148.96,885.01,
306211,5,35.94,178.27,
306213,6,17.60,95.70,
306213,3,474.30,1276.25,
306213,4,8.14,30.39,
306213,4,98.59,338.62,
306213,3,32.70,81.56,
306213,2,166.14,302.37,
306213,2,423.36,803.40,
306213,3,82.58,226.46,
306213,4,118.47,441.07,
306213,4,100.90,362.94,
306215,2,142.30,248.73,
306215,3,16.70,40.95,
306215,5,46.76,186.30,
306215,2,131.08,227.18,
306215,3,19.58,50.85,
306215,7,40.59,245.00,
306215,3,118.59,284.61,
306215,2,60.09,103.28,
306215,7,7.68,44.23,
306215,3,399.42,989.87,
306215,4,117.53,385.38,
306215,4,61.79,217.11,
306215,4,256.80,863.31,
306215,4,21.67,74.19,
306219,6,168.08,810.09,
306219,2,23.86,35.77,
306219,4,320.67,991.19,
306219,5,11.59,44.40,
306219,3,17.69,43.73,
306219,5,241.68,996.42,
306219,3,125.20,307.45,
306219,5,30.49,121.64,
306219,6,446.88,2073.28,
306219,4,246.48,757.83,
306219,5,58.19,225.39,
306221,5,7.53,30.07,
306221,4,396.06,1233.92,
306221,5,12.94,44.66,
306221,4,221.20,692.84,
306221,7,31.25,168.54,
306221,6,7.26,34.47,
306221,2,12.83,19.78,
306222,6,165.79,831.62,
306222,2,26.30,46.65,
306222,4,481.44,1902.33,
306225,5,47.12,220.49,
306225,6,141.36,752.91,
306225,4,208.08,755.34,
306225,3,11.96,33.38,
306225,6,409.08,2312.17,
306228,9,189.02,1499.77,
306228,7,31.88,200.12,
306228,2,84.00,147.09,
306228,4,380.52,1241.74,
306228,7,410.34,2650.62,
306228,5,101.18,444.62,
306235,7,95.33,571.90,
306235,4,83.84,291.76,
306235,3,95.04,251.06,
306235,8,21.98,155.10,
306238,2,66.25,117.52,
306238,6,24.58,121.66,
306238,4,19.69,68.12,
306242,4,511.02,1578.51,
306242,3,13.11,33.27,
306242,6,82.11,388.00,
306242,4,224.48,730.03,
306242,5,32.01,124.96,
306242,3,8.10,19.94,
306246,4,12.46,41.08,
306246,6,481.44,2354.73,
306246,2,427.56,654.91,
306246,2,66.80,107.07,
306246,3,84.31,210.20,
306246,2,200.70,333.39,
306246,5,13.64,59.12,
306250,4,43.20,150.24,
306250,5,147.44,610.18,
306250,4,34.62,127.54,
306250,4,58.44,198.69,
306250,2,77.32,124.98,
306250,4,48.87,160.14,
306250,4,293.58,953.75,
306255,5,62.77,303.60,
306255,4,555.90,2023.40,
306255,2,102.24,193.99,
306255,4,240.00,886.39,
306255,3,35.34,94.62,
306255,8,102.43,730.41,
306255,5,126.19,576.62,
306255,5,94.85,432.57,
306255,4,8.51,29.54,
306256,3,184.71,511.39,
306256,6,165.38,943.62,
306259,4,143.94,481.70,
306259,3,29.96,80.25,
306259,4,141.37,479.53,
306259,3,83.45,226.00,
306259,3,78.66,200.29,
306259,3,297.68,769.60,
306259,5,12.03,50.68,
306259,4,8.02,28.57,
306260,5,34.95,141.09,
306260,4,199.88,719.80,
306260,5,48.06,177.05,
306260,5,90.34,384.84,
306260,2,25.22,43.06,
306260,3,158.93,394.84,
306260,3,16.72,40.32,
306260,6,23.23,109.80,
306260,4,200.08,588.96,
306262,1,99.74,75.74,
306262,4,45.81,137.28,
306262,4,441.42,1341.10,
306262,5,139.92,536.40,
306262,3,150.33,369.19,
306262,3,143.03,320.15,
306262,5,19.53,72.72,
306262,7,135.70,696.05,
306262,5,90.62,362.13,
306262,3,159.45,368.00,
306263,6,439.74,2127.42,
306263,2,295.79,469.32,
306263,1,290.75,243.40,
306263,8,117.53,763.22,
306263,2,44.60,67.06,
306263,3,99.94,240.96,
306263,1,12.90,10.66,
306263,5,257.76,1039.53,
306263,4,126.73,384.69,
306263,6,31.81,159.92,
306264,7,42.26,253.35,
306264,3,22.34,57.28,
306264,4,31.75,111.71,
306264,3,262.32,654.71,
306264,1,104.64,89.17,
306264,4,8.25,28.70,
306264,6,149.57,778.43,
306266,3,190.24,444.13,
306266,4,80.86,261.97,
306266,4,127.32,374.87,
306266,4,108.09,362.74,
306266,2,24.22,40.22,
306266,7,209.10,1180.94,
306266,4,87.65,280.76,
306266,5,107.62,430.29,
306269,4,7.54,24.19,
306269,2,231.12,338.26,
306269,2,90.82,140.48,
306269,4,23.90,66.49,
306274,6,332.01,1769.80,
306274,3,185.68,507.62,
306274,3,457.80,1286.91,
306274,3,517.14,1454.01,
306275,2,130.94,243.75,
306275,2,135.83,252.39,
306275,5,147.59,683.88,
306275,1,122.13,110.07,
306276,6,112.81,555.04,
306276,5,220.99,852.13,
306276,6,77.64,357.45,
306276,3,142.42,338.34,
306276,2,213.61,317.45,
306276,2,48.65,65.57,
306277,3,145.31,358.57,
306277,2,100.99,161.93,
306277,6,557.43,2507.37,
306277,4,11.60,35.51,
306278,5,22.22,96.48,
306278,7,48.02,286.88,
306278,2,219.15,369.67,
306278,5,33.33,138.25,
306278,2,145.20,227.33,
306278,4,432.18,1399.64,
306278,1,341.46,250.06,
306278,9,94.56,742.40,
306279,4,13.75,47.75,
306279,5,178.99,882.45,
306279,2,99.46,184.15,
306279,3,163.86,451.19,
306279,2,141.97,273.83,
306279,3,8.63,23.09,
306279,5,203.57,949.76,
306279,6,121.31,651.32,
306279,5,231.12,1061.10,
306279,6,46.08,228.44,
306279,7,18.47,114.22,
306279,2,46.94,85.94,
306279,6,8.73,49.42,
306279,4,426.72,1587.67,
306279,5,13.24,59.50,
306281,2,338.94,495.43,
306281,4,494.70,1454.49,
306281,4,19.55,60.30,
306281,3,16.54,39.67,
306281,2,109.62,156.10,
306281,6,33.30,153.76,
306281,2,8.47,12.64,
306281,7,19.71,103.85,
306284,6,34.02,184.16,
306284,4,58.56,225.34,
306284,4,23.83,82.81,
306284,2,185.94,346.75,
306284,2,75.28,137.58,
306284,4,11.74,42.48,
306284,2,531.42,916.58,
306284,2,499.80,961.49,
306284,4,30.26,105.06,
306287,3,209.72,580.61,
306287,4,24.24,89.94,
306287,5,33.53,152.14,
306287,6,34.68,191.69,
306288,4,11.63,36.07,
306288,3,99.74,251.62,
306288,5,343.98,1481.82,
306288,4,322.88,1093.14,
306288,3,25.37,61.37,
306288,6,192.09,935.67,
306288,5,77.79,315.70,
306288,8,96.58,626.84,
306288,2,24.60,42.34,
306288,5,160.21,694.58,
306288,6,345.24,1701.89,
306289,4,60.76,189.62,
306289,2,219.12,327.14,
306289,5,396.06,1618.55,
306289,5,214.64,818.89,
306289,2,25.70,41.59,
306289,6,18.22,81.98,
306289,6,95.33,447.90,
306289,5,72.14,286.67,
306289,4,152.00,457.19,
306289,5,192.37,770.51,
306289,2,45.00,69.81,
306289,5,338.00,1352.13,
306289,4,41.49,115.75,
306290,6,221.40,1237.32,
306290,4,46.13,169.78,
306290,4,46.22,163.49,
306290,6,111.98,625.40,
306290,1,205.00,176.98,
306290,5,195.37,866.92,
306291,4,34.98,116.46,
306291,2,285.39,460.64,
306291,6,198.85,1052.21,
306291,6,447.72,2363.62,
306291,5,440.16,2018.85,
306291,3,299.25,789.91,
306291,3,180.58,465.20,
306291,4,179.52,585.23,
306294,3,422.10,1108.00,
306294,2,158.84,272.87,
306294,4,183.22,612.14,
306294,2,192.37,344.28,
306296,7,101.86,614.44,
306296,4,11.33,39.54,
306296,4,323.82,1123.50,
306296,6,45.18,253.19,
306296,7,42.21,268.53,
306296,4,11.58,38.22,
306296,3,8.50,21.97,
306296,2,8.70,12.97,
306296,4,230.16,775.03,
306296,5,66.12,294.18,
306299,3,105.12,255.90,
306299,3,62.28,153.67,
306299,5,191.27,778.93,
306299,3,137.71,299.99,
306299,3,501.33,1153.76,
306301,5,291.69,1313.54,
306301,3,12.94,33.74,
306301,8,262.32,1727.64,
306301,4,18.20,64.92,
306301,3,121.19,305.02,
306301,3,64.17,162.64,
306302,2,11.73,20.50,
306302,4,128.86,455.40,
306302,7,410.76,2687.40,
306305,6,433.02,1662.80,
306305,10,129.36,984.96,
306305,5,241.92,939.39,
306307,5,8.39,32.72,
306307,4,57.04,173.60,
306307,4,7.27,22.91,
306307,2,128.17,202.12,
306307,2,120.48,182.53,
306307,3,44.60,109.03,
306307,3,183.57,442.67,
306307,1,178.29,143.38,
306307,2,7.64,12.04,
306307,4,58.62,178.53,
306307,5,79.44,297.10,
306308,2,158.54,239.53,
306308,6,444.36,2088.51,
306308,7,416.64,2440.63,
306308,7,74.73,397.70,
306308,5,59.90,225.18,
306308,5,99.26,391.71,
306310,5,17.91,76.66,
306310,5,117.41,456.02,
306310,4,205.21,667.65,
306310,6,12.83,63.02,
306310,6,149.11,762.70,
306310,2,47.07,74.48,
306310,3,236.64,563.09,
306312,5,124.74,521.10,
306312,4,102.62,360.31,
306314,4,153.98,482.28,
306314,5,144.25,590.56,
306314,3,18.77,44.80,
306314,5,136.95,572.22,
306314,3,34.12,80.92,
306314,4,30.82,95.93,
306314,2,66.12,104.66,
306314,4,88.22,286.50,
306314,2,18.31,29.64,
306314,5,89.18,360.47,
306314,2,170.72,260.19,
306315,2,114.34,180.81,
306315,6,171.25,819.95,
306315,6,62.28,291.16,
306315,8,7.44,46.07,
306315,4,13.16,38.75,
306316,5,427.14,1881.84,
306316,4,76.85,271.03,
306319,5,35.90,143.55,
306319,3,181.63,401.37,
306320,7,189.22,1029.60,
306320,6,223.25,926.19,
306320,3,323.19,725.20,
306320,5,398.16,1612.30,
306320,1,189.01,151.50,
306320,3,187.99,425.79,
306320,2,548.25,851.06,
306320,2,129.68,206.22,
306320,4,96.00,295.55,
306321,8,121.66,823.56,
306321,4,554.37,1907.63,
306321,2,527.34,857.82,
306321,7,57.46,315.53,
306321,3,76.07,190.59,
306321,4,124.61,405.06,
306321,3,17.57,45.02,
306321,5,84.47,339.59,
306321,3,126.19,275.70,
306322,4,91.87,326.48,
306322,10,49.41,434.51,
306322,2,293.90,553.07,
306322,6,217.71,1166.10,
306324,6,76.77,368.22,
306324,5,145.20,640.40,
306324,6,7.88,38.47,
306324,4,455.70,1549.45,
306324,5,61.31,240.71,
306324,5,43.92,199.88,
306325,4,109.03,406.63,
306325,5,30.53,136.11,
306325,6,193.52,1106.38,
306325,5,163.86,769.03,
306325,3,13.38,35.30,
306325,3,16.20,44.81,
306325,4,18.43,61.40,
306326,5,116.94,499.37,
306326,3,82.90,230.30,
306326,6,19.39,95.21,
306326,6,195.37,947.80,
306327,3,46.17,98.95,
306327,1,12.09,8.46,
306327,3,57.83,132.94,
306327,5,258.48,990.31,
306328,3,22.82,57.49,
306328,6,141.36,707.22,
306328,6,18.81,89.55,
306328,5,140.98,576.88,
306328,5,18.45,77.35,
306329,2,148.35,276.84,
306329,6,202.75,1113.01,
306329,7,25.13,160.84,
306329,3,332.96,882.35,
306329,4,8.32,30.46,
306329,3,109.98,309.66,
306329,2,35.38,63.63,
306329,4,120.71,384.17,
306329,2,26.33,48.19,
306329,6,75.20,396.98,
306330,2,262.32,465.82,
306330,4,487.56,1674.41,
306330,2,135.96,232.19,
306330,5,133.98,502.66,
306330,6,59.41,292.29,
306330,6,31.19,160.15,
306330,4,92.26,278.62,
306330,4,534.48,1704.02,
306330,7,103.97,603.35,
306330,2,314.37,520.46,
306330,2,43.61,78.75,
306330,6,17.86,88.45,
306333,2,416.22,657.13,
306333,8,13.14,80.98,
306333,5,95.62,377.37,
306335,9,340.83,2444.47,
306335,9,219.97,1430.23,
306335,4,120.52,343.44,
306335,2,145.92,222.00,
306340,6,19.51,98.10,
306340,2,64.66,118.95,
306340,4,113.04,393.97,
306344,4,97.44,322.88,
306344,7,65.76,377.61,
306344,3,324.14,810.10,
306344,4,161.92,496.37,
306344,2,61.79,102.58,
306344,3,29.73,77.81,
306344,5,415.80,1757.12,
306344,6,12.55,65.64,
306344,4,441.42,1350.82,
306344,4,163.40,545.73,
306344,4,35.34,115.22,
306344,2,133.58,216.78,
306344,5,12.93,55.42,
306344,7,110.57,640.61,
306347,2,144.01,221.84,
306347,3,419.16,913.89,
306347,3,25.10,53.79,
306347,3,7.82,19.35,
306347,5,286.65,1083.66,
306347,4,124.87,391.02,
306347,3,73.87,171.08,
306347,6,35.31,166.16,
306347,4,152.30,495.09,
306359,5,147.59,627.40,
306359,3,17.26,44.98,
306359,1,90.72,75.23,
306359,3,238.32,652.46,
306359,6,126.85,642.02,
306359,4,158.93,556.74,
306359,4,322.56,1101.41,
306359,4,13.25,46.77,
306359,3,244.32,616.36,
306359,6,94.75,498.08,
306359,5,66.49,318.36,
306363,4,130.55,453.46,
306363,6,76.69,409.15,
306363,5,328.23,1419.78,
306363,4,17.78,61.51,
306363,2,13.20,22.04,
306363,4,138.07,491.17,
306363,2,164.56,266.88,
306364,4,141.37,482.96,
306364,2,17.01,27.85,
306364,4,208.28,595.89,
306364,3,97.92,256.92,
306364,5,466.65,1868.22,
306366,6,263.28,1330.63,
306366,2,62.40,106.55,
306366,4,17.39,57.83,
306366,2,189.22,318.91,
306366,3,31.02,84.85,
306368,1,59.05,50.64,
306368,6,41.27,227.51,
306368,2,17.01,30.13,
306369,6,12.99,71.53,
306369,4,128.38,455.74,
306369,6,41.13,220.26,
306369,6,85.96,448.91,
306369,3,163.40,443.11,
306369,3,21.72,56.90,
306369,4,501.33,1723.48,
306369,2,43.25,77.00,
306370,4,7.85,24.24,
306370,5,100.99,373.75,
306370,1,46.22,37.81,
306370,2,8.03,13.10,
306370,1,78.66,62.16,
306370,3,26.38,57.58,
306372,5,139.00,602.70,
306372,8,127.91,861.09,
306372,4,62.22,195.00,
306372,3,342.09,920.88,
306372,4,71.98,242.60,
306372,5,329.18,1395.51,
306372,6,119.89,571.86,
306373,1,178.64,166.03,
306373,3,16.40,43.52,
306373,4,17.53,62.81,
306373,7,66.73,424.69,
306373,5,65.33,292.03,
306378,2,316.58,547.33,
306378,5,465.63,2028.17,
306378,3,149.26,403.37,
306378,5,107.85,450.38,
306378,3,250.80,647.51,
306378,4,12.98,46.10,
306378,5,7.21,31.81,
306378,3,23.38,58.03,
306378,4,57.22,193.49,
306381,7,61.67,342.11,
306381,3,144.67,324.39,
306381,5,149.57,555.60,
306381,4,95.62,289.77,
306381,4,13.58,43.07,
306382,5,225.09,829.78,
306382,2,393.96,599.98,
306382,7,11.56,61.19,
306382,5,125.00,470.32,
306382,1,153.82,123.98,
306382,9,7.55,50.58,
306382,3,36.23,83.61,
306382,3,7.78,17.26,
306382,1,395.22,334.05,
306383,2,164.38,253.75,
306383,3,235.92,557.88,
306383,3,30.72,71.79,
306383,3,420.00,992.95,
306383,3,489.09,1242.95,
306383,5,139.26,594.42,
306383,7,160.34,888.34,
306384,6,22.27,108.20,
306384,2,48.33,80.14,
306384,4,205.82,611.89,
306384,3,94.66,233.50,
306384,6,30.03,143.39,
306384,4,160.51,497.37,
306384,3,76.15,182.25,
306385,2,98.88,158.75,
306385,3,99.84,240.57,
306385,2,16.72,25.95,
306386,6,60.70,337.32,
306386,2,11.79,21.40,
306386,5,34.16,159.33,
306386,3,66.92,182.98,
306386,5,12.39,60.51,
306386,2,22.92,42.69,
306386,6,76.69,423.85,
306386,5,21.65,98.45,
306387,4,85.49,266.36,
306387,5,41.40,163.86,
306387,3,242.16,601.26,
306387,2,132.92,213.85,
306390,5,391.86,1544.91,
306390,3,18.31,42.16,
306390,2,130.28,193.74,
306390,4,127.09,381.15,
306391,1,17.24,14.61,
306391,2,123.66,177.72,
306391,5,314.69,1368.84,
306391,2,141.37,235.66,
306391,6,24.00,125.94,
306391,5,199.88,809.46,
306391,5,142.73,566.24,
306391,5,161.92,633.74,
306391,7,329.18,1788.88,
