invoice_no,account_name_raw,branch_code,entry_date_text,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,stated_line_count,record_state
321955,El Tourath Branch 1,744,09042026,11:58:43,New Cairo 59 aThrir,,,6356.88,544.88,5812.00,8,CLSD
321956,PH life line new (22)503,770,18042026,09:51:40,New Cairo 293 Tahrir,,,1256.54,151.86,1104.68,3,
321957,Ph/MIRA,754,03042026,12:47:01,NC/34,,,3863.75,911.49,2952.26,7,
321958,EL Mira-A,707,11042026,10:54:23,"Haram 226, NC zone",,,4924.84,571.86,4352.98,4,CLSD
321959,EL Mira-A,743,17042026,17:46:37,,Cairo,New Cairo,11496.56,2151.05,9345.51,11,CLSD
321960,EL Mira-A,757,07042026,11:15:08,NC/186,,,9392.68,2558.03,6834.65,11,
321963,EL GreenL eaaf-A,709,16042026,16:18:59,"Abbas 19, NC zone",,,1203.43,218.40,985.03,4,
321964,PH Seha First Dokki Mall,705,05042026,09:19:56,,,,2608.74,563.18,2045.56,6,
321965,Metro597,740,15042026,10:05:43,New Cairo 42 Suadn,Cairo,Helwan,3765.76,376.88,3388.88,5,CLSD
321966,el zahraa 6th Zone,767,11042026,11:41:14,blk 26 - NC - police st.,Giza,Dokki,9498.10,1872.68,7625.42,10,CLSD
321967,PY/el zahraaa 011,768,14042026,08:16:57,New Cairo 8 Horreya,Alexandria,Mandara,6110.85,757.33,5353.52,10,
321968,El Hokama Nozha Branch 1,731,22042026,10:47:44,"Geish 49, NC zone",,,4952.71,760.86,4191.85,6,CLSD
321971,Misr Oct City 011,707,09042026,15:52:31,"45 Haram st., near metro, NC",,,939.51,135.44,804.07,2,CLSD
321974,PY/El Baraka New Main Road,768,10042026,08:36:06,NC/1,Cairo,Maadi,2970.96,290.32,2680.64,8,
321975,HOPE BANHA 04,745,25042026,11:46:49,Ne Cairo 159 Zayed,Giza,Dokki,1431.85,161.95,1269.90,6,
321977,Ph/HOPE  BANHA,706,02042026,13:00:32,,Cairo,Zamalek,1132.43,171.13,961.30,4,
321978,blue wave Main Road,754,17042026,18:48:18,,,,3403.17,932.06,2471.11,5,CLSD
321979,PH  blue wave br.2677,731,04042026,13:35:33,blk 2 - NC - market,,,7175.20,986.12,6189.08,11,
321980,EL blue wwaave-A,703,17-Apr-2026,08:08:40,"225 Geish st., near hospital, NC",,,4060.06,796.55,3263.51,6,CLSD
321981,el BLUE WAVE Branch 1,722,04042026,12:23:02,NC/210,,,2456.94,201.79,2255.15,3,
321982,El-BLUE AWVE br.2,716,28042026,12:31:05,,,,3977.66,407.13,3570.53,11,
321987,el Seha iFrst (2)135,745,16042026,13:45:44,,,,3740.83,327.78,3413.05,5,CLSD
321989,EL Health Gate Ne0 4,743,04042026,16:24:14,NC/224,Cairo,New Cairo,7822.45,1488.16,6334.29,11,CLSD
321990,life line new Mall,727,27042026,13:47:26,"75 Nasr st., near market, NC",,,2156.51,215.56,1940.95,5,
321991,Pahrma Plus 04,717,15042026,17:48:36,"165 Zayed st., near bridge, NC",,,1559.76,189.94,1369.82,6,
321992,el Pharma Plus br.2,720,13042026,12:08:37,,,,5776.27,532.20,5244.07,11,CLSD
321994,PH Al Nozha Station St.,767,09042026,09:02:43,,Cairo,New Cairo,9494.86,1885.04,7609.82,10,
321995,El-Dr Medhat Banha 011,736,14042026,08:34:15,New airo 217 Industrial Zone,,,2924.78,551.62,2373.16,3,
321997,Dr Medhat Banha Main Road,715,11042026,08:08:41,New CCairo 217 Abbas,,,3194.06,349.25,2844.81,5,CLSD
321998,El-Dr edhat Banha 011,742,15042026,13:34:43,,,,8920.71,1663.05,7257.66,14,CLSD
321999,PY/Pharma Plus Obour-A,762,06042026,19:47:45,,,,6605.90,404.33,6201.57,8,CLSD
322001,Pharma Plus Obour-A,729,06042026,17:55:16,blk 21 - NC - market,Cairo,New Cairo,7989.19,901.61,7087.58,8,CLSD
322002,Silver Care Marg111,706,14042026,12:35:24,,,,3225.55,484.44,2741.11,7,CLSD
322003,PY/salamtek726,739,11042026,08:40:58,,Cairo,Maadi,2779.27,804.87,1974.40,5,
322004,el Salamtek,725,28042026,19:59:34,NewCairo 202 Nasr,,,6646.10,1626.84,5019.26,8,
322005,Pharma Plus Zayed Main Road,758,02042026,14:42:23,,,,4443.40,1325.11,3118.29,5,
322006,alpha pharma oct city,701,19042026,10:56:40,"56 Corniche st., near school, NC",,,2801.87,492.23,2309.64,7,CLSD
322007,PH Alpha Pharma Oct City 04,717,19042026,08:11:59,,,,2843.29,113.34,2729.95,5,CLSD
322008,PY/Ebn Sina New Main Road480,733,24042026,13:15:31,,,,1196.98,192.16,1004.82,4,CLSD
322009,Ph/SILVER CARE Branch 1,735,22042026,15:10:04,"Nasr 208, OBR zone",,,5222.88,979.59,4243.29,7,CLSD
322010,el SILVER CARE ain Road,759,28042026,09:01:12,Obour 11 Industrial Zone,,,1996.14,472.30,1523.84,2,
322011,El-Al Nzha Obour Mall395,709,01042026,15:10:36,,,,4844.62,947.76,3896.86,7,CLSD
322012,EL AL WH-579,714,12042026,13:58:56,,,,4817.68,1342.96,3474.72,5,
322013,El-Al Nzha Obour Mall395,701,23042026,10:29:41,,,,1083.15,158.32,924.83,4,CLSD
322014,ebn sina obour433,755,26042026,14:49:37,OBR/168,,,4218.27,982.64,3235.63,9,CLSD
322015,Ebn Sina Obour-A,700,26042026,15:59:28,,,,3359.48,697.26,2662.22,6,
322017,PH silver care aggami556,769,18042026,09:20:12,"17 Faisal st., near gas station, OBR",,,4095.49,537.28,3558.21,10,
322018,Sillver Care Agami-A,740,18042026,16:20:55,"86 Gamet Dewal st., near hospital, OBR",Cairo,Obour,3433.20,311.66,3121.54,3,CLSD
322019,EL Family Branch 2,760,01042026,11:55:37,"100 Faisal st., near bridge, OBR",,,5954.68,737.83,5216.85,7,CLSD
322020,el fammily 6th Zone172,731,22042026,15:33:22,"Salah Salem 25, OBR zone",,,1410.05,179.63,1230.42,3,CLSD
322021,PY/FAMILY-A871,770,24042026,13:16:49,,,,945.11,110.74,834.37,6,CLSD
322022,El-Metro Station St.,722,09042026,14:48:51,,,,4269.85,353.30,3916.55,4,CLSD
322024,PY/Better Life Zayed Sattion St.,726,07042026,12:41:33,,,,3344.77,775.83,2568.94,8,CLSD
322026,Better Life Zayed Branch 2,727,13042026,14:21:09,,,,2798.96,159.69,2639.27,4,
322027,PH leite agami br.2,716,19042026,08:04:48,"235 Nile st., near school, OBR",,,1663.39,164.22,1499.17,4,
322029,better life obour 6th Zone,768,09042026,13:55:53,,,,2452.36,306.00,2146.36,8,CLSD
322030,PH Better Life Obour 011,740,12042026,16:18:01,,,,2762.89,270.15,2492.74,5,CLSD
322033,EL Golden  Care Obour 04,739,17042026,14:00:57,,,,5678.66,1463.91,4214.75,6,CLSD
322034,EL Golden Care Obour 04,755,12042026,14:05:57,,,,988.16,244.47,743.69,3,CLSD
322037,El-EEbn Sina-A,729,16042026,10:59:14,,,,1178.38,100.72,1077.66,2,CLSD
322039,El-METRO 04,765,13042026,10:42:32,"Nile 204, SHB zone",,,6777.47,590.62,6186.85,6,CLSD
322040,Metro 6th Zone,729,24042026,14:20:22,,,,2373.87,313.45,2060.42,5,CLSD
322041,El-METRO 04,700,02042026,10:11:46,"152 Zayed st., near bridge, SHB",,,1325.13,270.66,1054.47,4,CLSD
322042,Ph/GREEN LEAF SHUBRA Station St.,737,16042026,09:00:53,Shubar 158 Horreya,,,10830.69,2464.39,8366.30,11,
322044,family shubra-A,763,25042026,08:34:07,,,,2215.46,181.22,2034.24,7,
322045,family shubra-A,721,25042026,16:42:53,blk 6 - SHB - square,,,5737.43,689.22,5048.21,8,CLSD
322046,el Family Shubra Branhc 1,715,25042026,14:09:53,SHB/239,,,1806.72,164.50,1642.22,3,
322047,EL el nasr Main Road,748,24042026,18:52:10,blk 28 - SHB - hospital,,,9027.50,998.18,8029.32,14,
322048,ELL El Nasr Station St.,763,25042026,15:07:41,blk 21 - SHB - square,Giza,Ard El Lewa,5839.26,591.75,5247.51,7,
322049,PY/EL ZAHRAA WH-616,749,04042026,13:52:12,blk 17 - SHB - police st.,,,1333.15,158.28,1174.87,4,
322051,Hope--A446,757,23042026,11:04:40,"166 Salah Salem st., near metro, SHB",,,6559.59,1696.32,4863.27,9,CLSD
322054,EL Green Leaf,708,05042026,08:47:52,"35 Nile st., near gas station, SHB",,,3700.06,929.63,2770.43,6,CLSD
322055,PY/golden  care Main Road,701,01042026,13:22:02,Shubra 14 orreya,,,1148.95,203.40,945.55,5,
322056,ELS ALAMTEK WH-623,746,24042026,08:51:08,,,,3569.37,817.87,2751.50,4,
322058,el Faimly Shubra Main Road,760,12042026,12:09:18,"141 Mustafa Nahhas st., near square, SHB",Cairo,El Marg,6562.46,910.27,5652.19,12,
322059,El-metor zayed-A,737,05042026,10:05:50,blk 17 - SHB - hospital,Cairo,Downtown,4180.05,1083.25,3096.80,7,CLSD
322060,PY/pharmaplus maadi (2),731,09042026,13:08:42,"134 Nasr st., near gas station, SHB",,,8429.21,1296.28,7132.93,6,CLSD
322062,Ph/Alpha Pharma Shubra,705,27042026,12:52:50,,,,1989.78,428.82,1560.96,4,
322064,PH dr medhat (2),756,28042026,13:43:53,,,,4745.82,286.44,4459.38,10,CLSD
322065,Angel Haram  Mall719,735,04042026,12:12:37,SHB/11,,,3230.76,578.35,2652.41,6,
322066,ElA-ngel Haram Branch 2,755,06042026,13:34:02,Shubra2 32 Salah Salem,Cairo,Ain Shams,6496.31,1594.82,4901.49,14,
322067,PY/Angel Haram-A,726,02-Apr-2026,08:42:20,,,,4465.00,1123.79,3341.21,13,CLSD
322068,el El Faraby Oct City 6th Zone,720,10042026,16:05:47,blk 1 - SHB - hospital,,,5291.72,529.18,4762.54,7,CLSD
322069,PH MIRA SHUBRA Branch 1447,747,13042026,12:48:10,"149 Industrial Zone st., near market, SHB",,,3267.96,909.77,2358.19,4,
322071,El-el baraka Branch 1,736,04042026,14:42:42,,,,5295.70,907.19,4388.51,9,
322072,el Family 6th Zone,733,08042026,18:40:46,,,,2722.09,307.77,2414.32,7,
322073,el PHARMA PLUS Station St.,722,21-Apr-2026,09:35:57,blk 8 - SHB - police st.,,,1867.52,186.14,1681.38,6,CLSD
322074,el Pharmma Plus 011,724,21042026,10:01:35,Shhubra 111 Sudan,,,3731.00,410.18,3320.82,4,CLSD
322075,PH Seha FFirs tAgami (2),752,24042026,12:55:52,,Cairo,Shubra,5534.52,1373.98,4160.54,11,CLSD
322076,EL SEHA FIRST AGAMI br.2,766,23042026,13:52:16,,,,535.28,109.04,426.24,2,CLSD
322077,PY/seha first agami Branch 1486,721,11042026,11:49:13,,,,2032.72,319.04,1713.68,3,CLSD
322078,El-Star Care Imbaba br.2,714,20042026,09:06:46,"226 Port Said st., near police st., SHB",,,8675.66,2166.41,6509.25,12,CLSD
322079,El-SILVER CARE HELWAN Branch 1,765,16-Apr-2026,11:31:48,Shhubra 210 Faisal,,,1112.24,129.74,982.50,2,
322080,EL Ebn Sina Haram br.2,768,17042026,12:05:22,,,,1101.64,150.94,950.70,3,CLSD
322081,PH Ebn Sina Shubra Station St.,710,16042026,08:18:55,SHB/108,Alexandria,Mandara,4956.78,889.53,4067.25,6,
322082,EL ebn sina shubr Station St.920,723,07-Apr-2026,09:07:12,"Sudan 133, SHB zone",,,9317.63,1370.82,7946.81,7,
322083,El-Ebn Sina Shubra Main Road,702,14042026,08:41:09,,,,3170.22,558.23,2611.99,6,
322084,misr imbaba-A,737,15042026,09:25:15,,,,7464.98,1911.47,5553.51,11,CLSD
322086,Sunrise Mall,759,25042026,13:53:40,,,,5893.63,1494.60,4399.03,8,
322089,al nozha zamalek Branch 2,710,01042026,12:07:12,ZMK/141,Cairo,Zamalek,3313.86,621.25,2692.61,8,
322091,Phama Plus Zayed (2),747,10042026,16:16:36,"225 Nile st., near school, ZMK",,,1799.36,430.12,1369.24,2,
322092,PH Pharma Plus Zyed-A,730,17042026,14:58:20,,,,3547.82,386.38,3161.44,6,CLSD
322093,PH Pharma Plus Zyed-A,725,11042026,12:42:36,,,,2534.83,561.66,1973.17,5,CLSD
322094,PH Pharmaa Plus Zyed-A,748,26042026,10:54:33,ZMK/71,,,4528.35,488.16,4040.19,7,
322096,El-el zahraa dokki-A,706,08042026,10:00:43,,Alexandria,Agami,3079.06,501.03,2578.03,3,
322097,EL ZAHRAA WH-664,755,16042026,14:06:56,blk 19 - ZMK - bridge,,,5427.30,1417.16,4010.14,10,CLSD
322098,El-el zaahraa dokki 04,718,17042026,09:41:11,,,,3454.48,600.96,2853.52,6,
322099,EL MIRA br.2,746,27042026,10:38:56,"9th District 4, ZMK zone",Cairo,Zamalek,1960.92,416.44,1544.48,3,
322101,PH STAR CARE ZAMALEK Station St.,712,25042026,13:25:29,,,,4084.89,491.05,3593.84,9,CLSD
322102,El-star care zamalek (2)345,754,14042026,17:15:38,ZMK/43,,,5767.11,1575.70,4191.41,7,
322103,PH STAR CARE ZAMALEK Station St.,743,21042026,10:28:39,,,,2940.24,469.99,2470.25,9,CLSD
322104,Nile CCare,761,12042026,14:05:24,blk 28 - ZMK - school,Cairo,Zamalek,6041.85,1143.17,4898.68,9,CLSD
322106,NILE CARE (2),756,10042026,16:12:09,,Giza,Mohandessin,8925.00,782.67,8142.33,10,
322107,Ph/NIILE CARE (2)213,755,09042026,10:59:35,,,,4073.31,900.20,3173.11,5,CLSD
322109,EL ZAHRAA SMOUHA (2),746,19042026,15:22:53,ZMK/28,,,1748.80,465.22,1283.58,6,CLSD
322110,EL el zahraa msouha Branch 1,729,15042026,16:35:13,"236 Haram st., near park, ZMK",,,2285.46,265.41,2020.05,7,
322112,PH EL SHIFA MAADI 6thh Zone,732,19-Apr-2026,12:12:20,"171 Tahrir st., near metro, ZMK",,,6417.09,828.73,5588.36,10,CLSD
322113,EL STAR CARE ZAYED Mall,732,16042026,11:00:48,OCT/65,,,4797.99,872.09,3925.90,6,CLSD
322115,Godlen Care 6th,735,24042026,10:23:05,blk 23 - OCT - market,,,1220.81,244.25,976.56,3,
322116,PY/MIRA ZAYED WH-683,734,24042026,13:00:01,6ht of October 155 Horreya,Cairo,Mokattam,8824.66,1711.44,7113.22,11,
322118,PH Metro Haram Branch 2,742,25042026,15:47:07,6th of Octber 33 Autostrad,,,2489.79,553.76,1936.03,3,
322119,Ph/AL AMAL Min Road972,701,02-Apr-2026,13:46:35,"Gamet Dewal 112, OCT zone",,,920.20,175.92,744.28,5,
322120,Ph/AL AMAL Branch 1,733,27042026,10:09:06,,Giza,Haram,3707.88,570.89,3136.99,5,
322121,EL Star Care,725,22-Apr-2026,08:45:41,,,,5019.79,1304.74,3715.05,9,CLSD
322122,El Nasr Maain  Road,715,19042026,14:37:59,,Giza,Haram,1283.06,153.96,1129.10,4,CLSD
322123,El-NILE CARE 6th Zone,759,14042026,14:55:43,,,,2378.65,591.30,1787.35,4,
322124,NILE CARE 04,747,03042026,11:03:47,blk 25 - OCT - school,,,4054.17,921.37,3132.80,11,CLSD
322126,El-EL FARABY (2),734,28042026,11:09:34,,,,3186.62,524.06,2662.56,6,CLSD
322127,ele l faraby-A,760,24042026,11:59:25,blk 22 - OCT - metro,,,4129.75,432.84,3696.91,6,
322129,EL FARABY Mall,763,04042026,12:02:11,,,,4421.78,537.25,3884.53,7,
322131,El-EL BARAKA br.2,722,06042026,14:29:07,,,,5094.57,383.08,4711.49,8,
322132,El Hokama 6th Zone,726,27042026,13:50:11,,,,5343.00,1324.18,4018.82,6,CLSD
322134,seha first 6th,738,08042026,12:09:35,6th of October 121 Geiish,Cairo,Shubra,2491.84,646.32,1845.52,7,
322136,el CITY CRAE Statin St.,757,23042026,16:52:11,OCT/217,,,5079.05,1236.78,3842.27,9,CLSD
322138,el Family 6th Station St.824,747,06042026,09:22:28,"73 Horreya st., near market, OCT",,,3944.78,872.99,3071.79,6,CLSD
322139,Ph/FAAMILY 6TH,759,08042026,11:06:40,OCT/14,,,4496.10,1092.78,3403.32,3,CLSD
322140,PY/family 6th Branch 2,756,02042026,12:17:57,6th of ctober 216 Industrial Zone,,,11757.70,914.39,10843.31,9,CLSD
322141,PY/Al Nozha 6tth Mall,706,10-Apr-2026,16:46:11,,,,2535.53,415.34,2120.19,9,
322142,PY/Al Nozha 6tth Mall,733,23042026,08:16:46,,,,3378.50,480.13,2898.37,8,CLSD
322143,EL Misr,760,09042026,09:45:39,,,,3592.43,444.76,3147.67,5,
322144,P HSeha First 6th,760,08042026,13:07:55,"Salah Salem 211, OCT zone",,,4108.58,494.46,3614.12,8,CLSD
322146,el EEl Baraka 6th Branch 1,728,17042026,14:45:44,,Giza,6th of October,3842.63,325.43,3517.20,7,CLSD
322148,PH Alpha Pharma Square Main Road395,725,12-Apr-2026,11:15:32,"55 Faisal st., near metro, OCT",,,4830.05,1100.28,3729.77,10,CLSD
322149,Alpha PharmaS quare757,760,26042026,09:24:48,blk 19 - OCT - metro,Cairo,Nasr City,2843.10,437.35,2405.75,5,
322150,Ph/hope dokki Main Road,754,25042026,17:23:45,"Gamet Dewal 161, OCT zone",,,5029.75,1369.91,3659.84,8,CLSD
322152,el El Zahraa 6th Zone,768,20042026,09:01:15,"41 Geish st., near bridge, OCT",Giza,6th of October,2024.44,272.53,1751.91,5,
322153,el El Zahraa 6th Zone,753,18042026,10:44:06,OCT/61,,,1530.06,182.23,1347.83,4,CLSD
322154,elEl Zahraa 6th Zone,735,17042026,13:49:25,"51 9th District st., near mosque, OCT",,,6856.24,1138.55,5717.69,6,
322155,El-Union Pharm Rehab View Main Raod296,725,08042026,17:14:19,blk 15 - OCT - gas station,,,6287.63,1579.77,4707.86,15,
322157,Ph/PHARMA PUS Main Road,709,21042026,13:36:18,"Corniche 214, OCT zone",,,857.47,140.40,717.07,2,CLSD
322158,Better Life 6th,724,15042026,13:11:46,,,,332.02,31.68,300.34,2,CLSD
322159,el ElZ ahraa Imbaba,752,04042026,10:09:40,"232 Geish st., near park, OCT",,,3404.26,845.27,2558.99,5,
322160,PH Ble Wave Main Road592,711,06042026,15:16:12,,,,1302.09,267.61,1034.48,2,
322161,PH Blue Wave Main Road592,724,09042026,14:00:01,,,,4162.54,675.40,3487.14,7,CLSD
322162,EL blue wave montaza Station St.,770,04042026,14:53:15,"Gamet Dewal 214, OCT zone",Qalyubia,Banha,1565.32,183.07,1382.25,8,CLSD
322163,Blue Wave Montaza,731,11042026,08:25:53,"32 Port Said st., near bridge, OCT",Alexandria,Asafra,2884.39,426.87,2457.52,8,
322164,Ph/AL AMAL FAISAL Main Road,707,08-Apr-2026,10:10:58,6th of Octboer 159 Geish,,,3740.53,648.30,3092.23,4,CLSD
322166,Omega 6th,768,05042026,08:45:31,6th ofO ctober 82 Salah Salem,,,4409.73,548.01,3861.72,4,
322167,PY/mega 6th,736,24042026,15:07:18,,,,2773.47,411.18,2362.29,6,CLSD
322168,PY/ete,766,26042026,11:52:16,,,,3984.00,1089.10,2894.90,6,CLSD
322170,El Barraka,736,21042026,08:57:24,OCT/119,Giza,6th of October,1516.85,262.60,1254.25,4,
322171,elite Mai Road,730,16042026,16:13:57,blk 10 - OCT - school,Giza,6th of October,4140.06,499.89,3640.17,8,
322172,Ph/Care 244 Seven Main Road,718,23-Apr-2026,11:23:46,"111 Zayed st., near police st., OCT",,,4557.45,834.59,3722.86,4,
322173,EL Nile Care (2)850,726,15042026,11:30:16,"Mustafa Nahhas 175, OCT zone",,,5477.99,1396.03,4081.96,10,CLSD
322175,OMEGA OCT CITY Branch 2,706,23042026,15:26:11,6th of Octboer 100 Geish,,,1286.70,232.28,1054.42,3,
322176,Better Life Agouza,759,27042026,14:45:18,,,,7429.71,2094.16,5335.55,11,CLSD
322177,BETTER LIFE WH-744,707,21042026,10:46:25,AGZ/38,,,6933.17,900.47,6032.70,8,
322178,Better Life Agouza 04,750,19042026,13:58:04,Agouza 84 Horryea,,,4671.48,1230.49,3440.99,7,
322179,Ph/El Baraka Marg,717,10042026,11:58:02,,,,6436.53,895.44,5541.09,11,CLSD
322180,El Baraka Marg 6th Zone,754,17042026,11:53:19,"147 Faisal st., near gas station, AGZ",,,3836.79,931.09,2905.70,6,CLSD
322183,PY/Elite Haram Branch 2,707,23042026,13:55:43,Agouz a211 9th District,,,999.38,147.02,852.36,2,CLSD
322184,Angel Nozha 04,715,05042026,13:17:28,"105 Salah Salem st., near hospital, AGZ",,,2815.74,358.42,2457.32,7,
322185,Ph/union harm zayed-A,722,06042026,11:09:19,"14 Sudan st., near market, AGZ",,,4003.04,342.97,3660.07,5,
322187,Mira 6th Zone,767,21042026,15:55:18,,,,1119.00,220.38,898.62,2,CLSD
322191,el pharma plus agouza-A,755,16042026,10:21:28,"41 Nasr st., near mosque, AGZ",Giza,Agouza,3110.32,683.70,2426.62,7,
322193,EL Elite Agami br.2,744,23042026,13:35:53,AGZ/204,,,3622.01,322.19,3299.82,4,
322194,Ph/el zahraa Station St.,723,14042026,15:13:59,,Cairo,Mokattam,5889.69,880.84,5008.85,8,
322195,PH/EL ZAHRAA WH-762,702,09042026,13:58:30,,,,2262.33,443.46,1818.87,4,CLSD
322196,dr medhat (2),708,01042026,17:09:17,"Nile 145, AGZ zone",Giza,Faisal,979.71,275.79,703.92,4,
322197,EL Sunnrise Montaza,766,15042026,11:46:14,,Giza,Dokki,3881.25,913.96,2967.29,8,CLSD
322199,salamtek agouza-A,735,22042026,09:23:21,,,,1382.00,235.62,1146.38,2,CLSD
322203,El-metro obour6th Zone,725,01042026,12:14:39,,,,2599.81,690.37,1909.44,3,
322204,PY/mettro obour br.2,752,17042026,18:36:25,Agouza 223 AAbbas,Giza,Faisal,9259.25,2158.96,7100.29,11,
322205,EL Metro Obour Branch 2,761,02042026,11:23:07,"183 Horreya st., near square, AGZ",,,2331.10,272.17,2058.93,3,
322206,nile cre agouza,752,13042026,12:13:34,,Giza,Agouza,6565.21,1525.26,5039.95,9,CLSD
322207,El-Nile Care Agouza Branch 1,753,28042026,12:27:39,,Giza,Agouza,1286.70,140.80,1145.90,4,CLSD
322208,NILE CARE AGOUZA 011,747,27042026,15:45:06,,,,1460.67,303.92,1156.75,3,
322209,EL Geren Leaf Mall,719,11042026,15:42:36,,,,1554.12,363.17,1190.95,3,CLSD
322211,PH green leaf 04,758,15042026,11:09:48,,,,2093.26,588.00,1505.26,2,CLSD
322212,EL GEEN LEAF 11,749,01042026,08:11:37,,,,6371.60,617.42,5754.18,5,
322214,Ph/Green Leaf Branch 1,737,04042026,08:30:12,"14 Gamet Dewal st., near mosque, AGZ",,,8349.98,2261.13,6088.85,10,CLSD
322215,PY/alpha pharma rehab view Mall91,717,17-Apr-2026,12:27:17,AEL/182,,,2784.68,343.19,2441.49,4,
322216,el el hoakma ard 6th Zone,719,17042026,08:03:00,AEL/52,Qalyubia,Banha,6934.97,1617.71,5317.26,7,
322217,el el hokama ard 6th Zone,746,27042026,16:11:27,"71 Faisal st., near mosque, AEL",,,7978.84,1886.82,6092.02,10,CLSD
322219,PH METRO RAD 04,754,19042026,11:52:36,Ard El Lewa 115 Industrial Zne,,,6469.18,1460.96,5008.22,12,CLSD
322220,Ell Zahraa Ard 011,757,02-Apr-2026,08:37:33,Ard El Lewwa 55 Faisal,,,2080.30,532.07,1548.23,6,
322221,PY/Nile Care,703,23042026,08:20:58,AEL/19,,,5692.17,1232.96,4459.21,8,
322222,Better Life Square 6th Zone518,728,14042026,10:19:08,AEL/58,,,9215.06,644.93,8570.13,12,CLSD
322223,EL Alpha Pharma Station St.,701,22042026,10:38:21,,,,1139.13,184.88,954.25,4,CLSD
322224,el al nozha 04,740,14042026,13:50:52,"35 Faisal st., near hospital, AEL",Giza,Ard El Lewa,2266.76,294.50,1972.26,10,CLSD
322226,Al Amal Ard br.2,709,11042026,12:02:42,,,,2881.92,576.02,2305.90,7,
322227,PY/Health Gate Ard 6th Zone417,752,11042026,10:46:21,,,,200.17,41.79,158.38,2,
322228,El Faraby Zayed-A,710,03042026,12:05:22,,Cairo,Mokattam,7540.61,1425.27,6115.34,12,
322231,el PHARMA PLUS ARD Station St.,738,28042026,18:26:17,"Gamet Dewal 182, AEL zone",,,6576.85,1932.64,4644.21,8,CLSD
322232,Ph/pharma plus ard (2),754,15-Apr-2026,08:27:28,"Corniche 47, AEL zone",,,3923.68,889.34,3034.34,7,
322233,Ph/Star Care Ard0 11,742,28042026,10:52:17,,,,3857.68,672.07,3185.61,7,CLSD
322234,PH Star Care Ard-A,709,21042026,13:42:00,"53 Haram st., near police st., AEL",,,2000.56,333.66,1666.90,7,CLSD
322235,PY/dr medhat nzha-A,755,23042026,13:44:04,,,,5728.40,1389.78,4338.62,14,CLSD
322237,el ALPHA PHAARMA BANHA,728,27042026,13:44:42,BLD/58,,,1758.69,190.17,1568.52,4,CLSD
322238,El-Alpha Pharma Banha Main Road,735,04042026,10:05:20,,,,5097.57,1050.03,4047.54,7,
322239,El-El Zahraa br.2,769,11042026,11:52:31,,,,6419.13,698.04,5721.09,9,CLSD
322240,el Haelth Gate Obour 6th Zone,719,10042026,13:30:51,blk 13 - BLD - hospital,Giza,Boulak Dakrour,2979.52,527.84,2451.68,6,CLSD
322242,Angel Mall739,758,10042026,14:06:19,"Tahrir 43, BLD zone",,,3374.43,873.16,2501.27,3,
322244,Ph/Ebn Sina Boulak br.2,733,26042026,13:00:07,"9th District 54, BLD zone",,,3824.16,570.87,3253.29,8,CLSD
322245,Sunrise Boulak Branch 1,748,10-Apr-2026,13:25:30,"177 Nasr st., near bridge, BLD",,,2784.96,261.51,2523.45,9,
322246,EL STAR WH-813,762,17042026,13:11:39,"118 Nasr st., near park, BLD",Alexandria,Mandara,9955.86,928.08,9027.78,10,
322247,Ph/Union Pharm Agami,751,25042026,09:19:55,,,,8327.38,2096.96,6230.42,10,
322248,Ph/Union Pharm Agami,767,24042026,08:13:11,Boulak Dakrour 212 ayed,,,2550.68,604.92,1945.76,6,CLSD
322249,PY/SALAMTEK BOULAK Branch 1,754,24042026,09:35:20,,,,9705.04,2102.24,7602.80,13,CLSD
322251,PH MIRA BULAK0 4,755,01-Apr-2026,13:54:46,,,,4056.42,897.42,3159.00,7,CLSD
322252,PY/mira boulak575,748,26-Apr-2026,08:41:42,,Giza,Boulak Dakrour,9910.49,1244.82,8665.67,15,CLSD
322255,City Care Nozha Sation St.,740,19042026,17:19:59,"118 Salah Salem st., near metro, BLD",,,6090.87,956.72,5134.15,12,CLSD
322256,EL FARABY WH-823,725,21042026,15:37:02,,,,6441.70,1660.93,4780.77,9,
322258,EL FARABY BOULAK,710,03042026,10:49:43,"Nile 172, BLD zone",,,4096.92,752.41,3344.51,7,CLSD
322260,DR MEDHAT WH-827,757,21042026,13:28:05,Boulak Dakrrour 169 Mustafa Nahhas,,,6015.71,1557.62,4458.09,9,
322261,el Dr Medhat Imbaba 04,708,07042026,09:54:23,"15 Nile st., near school, BLD",,,5105.68,1254.85,3850.83,6,CLSD
322262,PY/el zahraa boulak 6th Zone,734,26042026,10:23:41,,,,1159.07,254.60,904.47,3,
322263,EBN SINA Main Road,715,21042026,10:19:07,Boulak Dakrour 124 FFaisal,,,3072.49,289.98,2782.51,7,CLSD
322264,el ALPHA PHARMA ZAYED Branch 1,766,25042026,14:40:30,"Tahrir 79, BLD zone",,,393.64,89.94,303.70,2,
322265,El-alpha pharma zayed Mall,710,19042026,13:37:53,blk 7 - BLD - bridge,,,3682.62,610.82,3071.80,5,CLSD
322266,el Alpha Phramaa Zayed br.2,707,02042026,14:17:09,,,,932.14,140.58,791.56,5,
322267,AL AMAL MARG Mall,733,24042026,18:53:22,,,,4467.22,583.32,3883.90,10,CLSD
322268,al nozha boulak Branch 1,724,10042026,11:34:16,,,,2673.85,447.27,2226.58,5,CLSD
